Date,Average Wind Speed,Precipitation,TMAX,TMIN,Fastest 2 minute wind speed,Fastest 5 second wind speed,Fog/Ice fog,Heavy freezing fog,Thunder,Glaze,Smoke/Haze,Blowing/Drifting Snow,Power Outage
2015-09-19,8.72,1.11,73,55,21,35.1,1,,1,,,,
2015-09-20,5.14,0,73,52,13,17,,,,,,,
2015-09-21,2.68,0,75,51,10.1,13,,,,,,,
2015-09-22,1.79,0,80,50,8.1,11,,,,,,,
2015-09-23,2.91,0,82,53,10.1,15,,,,,,,
2015-09-24,3.8,0,81,55,13,21,,,,,,,
2015-09-25,6.04,0,82,58,17,29.1,,,,,,,
2015-09-26,,0,76,61,,,,,,,,,
2015-09-27,4.92,0,76,61,10.1,18.1,,,,,,,
2015-09-28,2.46,0,81,61,13,25.9,,,,,,,
2015-09-29,4.92,0.26,73,60,18.1,25.1,1,,,,,,
2015-09-30,9.62,0,69,54,18.1,23,,,,,,,
2015-10-01,10.96,0,64,50,19.9,27.1,,,,,,,
2015-10-02,12.53,0.1,62,48,21.9,34,,,,,,,
2015-10-03,10.74,0.06,50,47,17,28,1,,,,,,
2015-10-04,7.38,0,75,50,13,23,,,,,,,
2015-10-05,4.47,0,75,54,8.9,15,1,,,,,,
2015-10-06,5.59,0,74,56,10.1,17,1,,,,1,,
2015-10-07,2.01,0,77,54,6.9,11,1,1,,,,,
2015-10-08,3.8,0,78,57,13,19.9,,,,,,,
2015-10-09,9.62,0,66,48,17,23,1,,,,,,
2015-10-10,2.24,0,67,43,8.1,10.1,,,,,1,,
2015-10-11,4.92,0,74,43,14.1,19,,,,,,,
2015-10-12,6.93,0,76,51,16.1,23.9,,,,,,,
2015-10-13,9.17,0,64,47,21,25.1,,,,,1,,
2015-10-14,5.59,0,66,43,17,21.9,,,,,1,,
2015-10-15,6.93,0,71,39,19.9,28,,,,,,,
2015-10-16,8.72,0,60,42,23,28,,,,,,,
2015-10-17,7.61,0,52,34,18.1,25.1,,,,,,,
2015-10-18,3.36,0,59,31,13,19,,,,,,,
2015-10-19,5.82,0,68,33,18.1,25.1,,,,,,,
2015-10-20,6.26,0,72,47,16.1,23,,,,,,,
2015-10-21,4.92,0,75,48,15,23,,,,,,,
2015-10-22,4.92,0,79,55,13,16.1,,,,,,,
2015-10-23,5.37,0,73,52,13,25.9,,,,,,,
2015-10-24,10.51,0.16,71,54,21,27.1,1,,,,,,
2015-10-25,5.82,0,62,44,16.1,23,,,,,,,
2015-10-26,8.05,0,64,42,21.9,27.1,,,,,,,
2015-10-27,9.62,0.9,54,47,19.9,28,1,,,,,,
2015-10-28,11.41,0.45,62,45,28,36.9,1,,,,,,
2015-10-29,10.51,0,49,39,23.9,32,,,,,,,
2015-10-30,4.47,0,51,43,10.1,14.1,,,,,,,
2015-10-31,8.05,0.09,58,44,14.1,23,1,,,,,,
2015-11-01,4.7,0.01,67,45,14.1,18.1,1,,,,,,
2015-11-02,2.01,0,71,40,12.1,15,1,,,,,,
2015-11-03,1.57,0,73,42,8.1,13,1,,,,,,
2015-11-04,2.01,0,76,48,12.1,15,1,,,,,,
2015-11-05,4.92,0.08,73,56,16.1,23.9,1,,,,,,
2015-11-06,10.29,0.28,65,46,19.9,32,1,,,,,,
2015-11-07,6.49,0,56,40,18.1,21.9,,,,,,,
2015-11-08,2.24,0,54,32,10.1,15,1,,,,,,
2015-11-09,3.8,0.1,57,31,12.1,16.1,1,,,,,,
2015-11-10,2.46,0.01,56,36,8.1,13,1,1,,,,,
2015-11-11,7.61,0.1,62,34,18.1,29.1,1,1,,,,,
2015-11-12,15.66,0,61,45,28,46.1,,,,,,,
2015-11-13,14.32,0,49,37,31.1,38.9,,,,,,,
2015-11-14,4.92,0,56,27,12.1,17,,,,,,,
2015-11-15,4.25,0,65,35,15,19,,,,,,,
2015-11-16,4.7,0.11,56,35,14.1,19.9,1,,,,,,
2015-11-17,10.74,0.2,60,47,17,25.9,1,,,,,,
2015-11-18,12.3,0.31,62,54,28,38,1,,,,,,
2015-11-19,10.07,0,54,37,25.1,35.1,,,,,,,
2015-11-20,5.59,0,49,29,12.1,15,,,,,,,
2015-11-21,9.17,0.35,45,27,23.9,30,1,1,,,,,
2015-11-22,5.59,0,30,16,19.9,25.1,,,,,,,
2015-11-23,7.38,0,44,28,17,23,,,,,,,
2015-11-24,2.91,0,53,28,8.9,15,1,,,,,,
2015-11-25,7.38,0,58,36,18.1,30,,,,,,,
2015-11-26,8.95,0,62,51,18.1,25.9,,,,,,,
2015-11-27,9.84,1.18,62,45,18.1,25.9,1,,,,,,
2015-11-28,8.28,0.26,45,38,14.1,19,1,,,,,,
2015-11-29,7.83,0,42,36,13,18.1,,,,,,,
2015-11-30,7.61,0,50,35,14.1,19,1,,,,,,
2015-12-01,4.92,0.02,48,31,15,19.9,1,,,,,,
2015-12-02,6.04,0.06,38,26,17,23,1,,,,,,
2015-12-03,6.04,0,35,28,15,19,,,,,,,
2015-12-04,2.91,0,36,28,10.1,13,1,1,,,,,
2015-12-05,4.03,0,41,27,8.9,12.1,1,1,,,1,,
2015-12-06,3.36,0.01,53,25,12.1,18.1,1,1,,,,,
2015-12-07,3.8,0.06,43,38,10.1,13,1,,,,,,
2015-12-08,6.71,0,55,36,13,18.1,1,,,,1,,
2015-12-09,6.04,0,55,42,13,19.9,,,,,,,
2015-12-10,6.93,0,56,36,16.1,23.9,1,,,,,,
2015-12-11,4.92,0,59,40,10.1,15,1,1,,,,,
2015-12-12,6.26,0,69,57,16.1,23.9,1,,,,,,
2015-12-13,7.61,0,63,57,16.1,23.9,,,,,,,
2015-12-14,13.2,0.53,66,42,25.9,46.1,1,,,,,,
2015-12-15,6.26,0.04,43,38,15,25.1,1,,,,,,
2015-12-16,8.28,0,54,35,21,25.1,,,,,,,
2015-12-17,9.62,0,40,30,18.1,23,,,,,,,
2015-12-18,9.4,0,33,28,23.9,32,,,,,,,
2015-12-19,8.5,0,34,21,19.9,27.1,,,,,,,
2015-12-20,7.83,0,50,26,16.1,23.9,,,,,,,
2015-12-21,9.84,0.47,54,42,19.9,31.1,1,,,,,,
2015-12-22,5.59,0.14,53,44,17,21,1,,1,,,,
2015-12-23,10.51,0.81,64,46,23.9,38.9,1,,,,,,
2015-12-24,6.49,0,57,35,29.1,40,,,,,,,
2015-12-25,7.16,0,51,40,15,21,,,,,,,
2015-12-26,6.04,0.8,57,41,14.1,19,1,,,,,,
2015-12-27,12.3,1.76,58,38,21.9,29.1,1,,1,,,,
2015-12-28,14.09,0.53,50,35,25.9,36,1,,,,,,
2015-12-29,9.4,0,45,32,19.9,28,1,,,,,,
2015-12-30,6.04,0,35,30,14.1,18.1,,,,,,,
2015-12-31,8.72,0,31,28,17,23,,,,,,,
2016-01-01,8.28,0,29,25,19.9,27.1,,,,,,,
2016-01-02,7.16,0,38,26,14.1,19,,,,,,,
2016-01-03,9.62,0,33,26,16.1,21,,,,,,,
2016-01-04,8.95,0,36,23,16.1,19.9,,,,,,,
2016-01-05,5.82,0,32,19,10.1,15,,,,,,,
2016-01-06,3.8,0,41,19,10.1,13,,,,,,,
2016-01-07,4.47,0,48,26,13,17,,,,,,,
2016-01-08,6.49,0.02,49,41,10.1,17,1,,,,,,
2016-01-09,5.82,0.3,50,37,18.1,25.9,1,,,,,,
2016-01-10,17,0.13,37,9,31.1,40.9,1,,,,,,
2016-01-11,8.5,0,30,6,15,21,1,,,,,,
2016-01-12,13.2,0.03,32,7,36,46.1,1,1,,,1,,
2016-01-13,6.49,0,25,2,15,23.9,,,,,,,
2016-01-14,8.05,0,50,25,17,28,,,,,,,
2016-01-15,9.62,0.11,47,31,21.9,29.1,1,,,,,,
2016-01-16,10.51,0,32,25,19.9,27.1,1,,,1,1,,
2016-01-17,13.42,0,25,5,21.9,28,1,,,,,,
2016-01-18,11.86,0,12,1,19.9,25.1,,,,,1,,
2016-01-19,5.82,0,19,4,12.1,16.1,,,,,,,
2016-01-20,4.25,0.04,21,16,10.1,13,1,,,,1,,
2016-01-21,5.37,0,26,12,14.1,16.1,1,,,,1,,
2016-01-22,12.3,0,27,20,21.9,29.1,,,,,1,,
2016-01-23,8.72,0,29,17,19.9,25.9,,,,,,,
2016-01-24,6.04,0,38,14,19.9,23.9,1,,,,,,
2016-01-25,7.61,0,49,27,16.1,23,,,,,,,
2016-01-26,14.32,0,49,28,25.1,35.1,,,,,,,
2016-01-27,6.71,0,31,25,15,19.9,,,,,,,
2016-01-28,10.74,0,46,28,21,29.1,,,,,,,
2016-01-29,7.16,0,38,27,15,21,,,,,,,
2016-01-30,6.71,0,58,32,18.1,25.1,,,,,,,
2016-01-31,9.17,0.02,60,39,21.9,31.1,1,,,,,,
2016-02-01,3.8,0,48,32,15,23,1,,,,1,,
2016-02-02,9.62,0.14,61,30,18.1,28,1,,1,,,,
2016-02-03,10.51,0,61,30,21.9,32,1,,,,,,
2016-02-04,8.5,0,31,22,16.1,27.1,,,,,,,
2016-02-05,4.7,0,40,17,14.1,17,,,,,,,
2016-02-06,2.46,0,45,19,12.1,15,1,,,,,,
2016-02-07,8.95,0,53,32,21.9,31.1,,,,,,,
2016-02-08,9.62,0,39,22,21,27.1,1,,,1,,,
2016-02-09,14.09,0,22,15,21,27.1,1,,,,1,,
2016-02-10,10.51,0,17,10,19.9,23.9,1,,,,,,
2016-02-11,4.47,0,25,11,10.1,12.1,,,,,,,
2016-02-12,9.62,0,26,17,25.9,33.1,1,,,,,,
2016-02-13,8.28,0,19,7,16.1,21.9,,,,,,,
2016-02-14,10.74,0,20,13,17,23.9,1,1,,,1,,
2016-02-15,3.8,0,33,20,8.1,11,1,,,,,,
2016-02-16,4.25,0,35,28,13,17,1,,,,,,
2016-02-17,6.49,0,37,30,15,21,1,,,,,,
2016-02-18,9.62,0,44,28,19.9,28,,,,,,,
2016-02-19,14.09,0,61,40,31.1,46.1,,,,,,,
2016-02-20,6.93,0,71,41,19.9,28,,,,,,,
2016-02-21,8.5,0,55,35,16.1,19,,,,,,,
2016-02-22,6.71,0,50,31,12.1,17,,,,,,,
2016-02-23,9.62,0,51,30,19.9,25.9,,,,,,,
2016-02-24,16.55,1.08,37,33,23.9,36.9,1,,,,,,
2016-02-25,14.32,0,34,32,25.1,35.1,1,,,,1,,
2016-02-26,8.5,0,39,30,17,21,,,,,,,
2016-02-27,8.5,0,54,26,18.1,27.1,,,,,,,
2016-02-28,14.99,0.09,66,44,36,52.1,1,,,,,,
2016-02-29,10.07,0,55,36,29.1,40.9,,,,,,,
2016-03-01,11.86,0.09,48,25,32,42.1,1,,,,,,
2016-03-02,6.26,0,36,20,21.9,29.1,,,,,,,
2016-03-03,6.04,0,41,30,14.1,17,1,,,,,,
2016-03-04,6.71,0,38,29,17,21.9,1,,,,,,
2016-03-05,8.05,0,44,32,17,23.9,1,,,,1,,
2016-03-06,6.71,0,53,34,14.1,19.9,,,,,,,
2016-03-07,7.16,0,67,43,19.9,29.1,,,,,,,
2016-03-08,8.5,0,72,51,21.9,31.1,,,,,,,
2016-03-09,7.61,0.06,67,57,18.1,23.9,1,,,,1,,
2016-03-10,5.82,0.17,57,43,17,21.9,1,,,,,,
2016-03-11,6.71,0,59,39,12.1,17,,,,,,,
2016-03-12,4.47,0,65,45,12.1,15,1,,,,,,
2016-03-13,4.47,0.31,68,54,12.1,18.1,1,1,,,,,
2016-03-14,3.8,0.14,62,55,15,19,1,,,,,,
2016-03-15,7.38,0,73,52,18.1,27.1,,,,,,,
2016-03-16,13.65,0,70,50,32,46.1,,,,,,,
2016-03-17,8.05,0,60,42,25.1,32,,,,,,,
2016-03-18,6.93,0,55,41,16.1,21.9,,,,,,,
2016-03-19,6.04,0,48,36,14.1,17,,,,,,,
2016-03-20,8.05,0,46,30,21,28,,,,,,,
2016-03-21,7.83,0,50,31,19.9,25.1,,,,,,,
2016-03-22,11.63,0,66,40,23,33.1,,,,,,,
2016-03-23,11.41,0,62,55,21,30,,,,,,,
2016-03-24,10.96,0.77,64,38,29.1,38.9,1,,1,,,,
2016-03-25,8.5,0,49,34,19.9,25.9,1,,,,,,
2016-03-26,6.49,0,61,32,15,19,,,,,,,
2016-03-27,7.61,0.17,75,39,36,47,1,,1,,,,
2016-03-28,11.41,0,51,42,23.9,29.1,,,,,,,
2016-03-29,5.82,0,57,33,15,21,,,,,,,
2016-03-30,7.61,0.64,71,41,19.9,25.1,1,,1,,,,
2016-03-31,11.63,0.09,66,51,21.9,31.1,1,,1,,,,
2016-04-01,10.07,0,53,43,25.9,36,,,,,,,
2016-04-02,15.66,0,48,33,42.9,59.9,,,,,,,
2016-04-03,11.86,0,61,27,23.9,36.9,,,,,,,
2016-04-04,12.3,0,57,31,21.9,28,,,,,,,
2016-04-05,9.62,0,47,26,16.1,23,,,,,,,
2016-04-06,11.86,0.05,63,40,28,36.9,1,,,,,,
2016-04-07,13.42,0.05,47,35,25.1,33.1,1,,,,,,
2016-04-08,10.07,0.17,45,31,30,40,1,,1,,,,
2016-04-09,11.86,0,40,27,25.1,34,,,,,,,
2016-04-10,10.51,0.51,63,31,25.1,35.1,1,,,,,,
2016-04-11,8.28,1.09,55,38,18.1,23,1,,,,,,
2016-04-12,6.04,0,52,33,15,19.9,,,,,,,
2016-04-13,6.93,0,59,34,16.1,21,,,,,,,
2016-04-14,7.61,0,66,38,16.1,21.9,,,,,,,
2016-04-15,3.8,0,75,41,10.1,14.1,,,,,,,
2016-04-16,3.8,0,78,50,15,21,,,,,,,
2016-04-17,2.46,0,80,49,10.1,15,,,,,,,
2016-04-18,2.24,0,82,50,10.1,14.1,,,,,,,
2016-04-19,2.91,0,82,54,15,19.9,,,,,,,
2016-04-20,6.71,0.01,78,53,17,23.9,,,,,,,
2016-04-21,5.82,0.34,70,55,21.9,27.1,1,,1,,,,
2016-04-22,7.83,0.23,67,50,17,23,1,,1,,,,
2016-04-23,5.37,0,66,48,12.1,16.1,,,,,,,
2016-04-24,4.7,0,76,45,12.1,16.1,,,,,,,
2016-04-25,8.05,0,80,55,21.9,33.1,,,,,,,
2016-04-26,6.71,0.03,80,60,17,25.9,1,,1,,,,
2016-04-27,9.17,0.26,60,49,15,21,1,,1,,1,,
2016-04-28,6.71,0.33,74,50,18.1,25.1,1,,1,,,,
2016-04-29,6.93,0,63,51,14.1,19,1,,,,1,,
2016-04-30,8.72,0.79,62,50,16.1,21.9,1,,1,,,,
2016-05-01,4.25,0.09,76,60,15,19.9,1,,1,,,,
2016-05-02,6.93,0.08,60,51,14.1,18.1,1,,,,,,
2016-05-03,5.82,0.14,63,50,14.1,17,1,,,,,,
2016-05-04,12.3,0.1,57,44,23.9,32,,,,,,,
2016-05-05,11.63,0.02,64,42,18.1,25.1,1,,,,,,
2016-05-06,6.71,0,71,46,13,18.1,,,,,,,
2016-05-07,9.62,0,72,51,23.9,31.1,,,,,,,
2016-05-08,3.8,0.27,61,45,8.9,12.1,1,,,,,,
2016-05-09,7.61,0.49,61,52,14.1,19,1,,,,,,
2016-05-10,7.61,0.14,73,59,14.1,19.9,1,,,,,,
2016-05-11,2.91,0.62,81,61,32,42.9,,,1,,1,,
2016-05-12,7.16,0.53,75,57,16.1,21.9,1,,1,,,,
2016-05-13,8.95,0.06,68,51,17,21.9,,,,,1,,
2016-05-14,14.32,0.12,57,41,28,34,1,,,,,,
2016-05-15,8.05,0,57,39,21.9,29.1,,,,,,,
2016-05-16,4.7,0,63,37,13,17,,,,,,,
2016-05-17,3.36,0.22,58,50,12.1,15,1,,,,,,
2016-05-18,5.82,0,68,51,15,21,1,,,,,,
2016-05-19,3.36,0,71,44,14.1,19.9,,,,,,,
2016-05-20,5.59,0.04,68,54,13,21,1,,,,,,
2016-05-21,7.61,0.24,74,55,17,23,1,,,,,,
2016-05-22,7.83,0,81,51,21.9,32,,,,,,,
2016-05-23,2.91,0,78,49,12.1,15,,,,,,,
2016-05-24,3.8,0,83,51,15,19,,,,,,,
2016-05-25,6.71,0,84,64,16.1,23,,,,,,,
2016-05-26,6.04,0.09,78,66,13,17,1,,1,,,,
2016-05-27,7.16,0,86,66,17,23.9,,,,,,,
2016-05-28,8.5,0,84,72,18.1,27.1,,,1,,,,
2016-05-29,6.26,0,85,68,16.1,23.9,,,1,,,,
2016-05-30,2.46,0,87,65,8.9,13,,,,,,,
2016-05-31,3.58,0,88,65,13,18.1,,,,,,,
2016-06-01,2.01,0.27,85,63,14.1,21,1,,1,,,,
2016-06-02,3.58,0.1,85,67,10.1,18.1,1,,,,1,,
2016-06-03,2.24,0,83,63,8.9,10.1,,,,,,,
2016-06-04,4.25,1.29,73,64,17,29.1,1,,1,,,,
2016-06-05,8.95,0,76,66,23,35.1,1,,,,,,
2016-06-06,9.62,0,84,64,23.9,31.1,,,,,,,
2016-06-07,8.05,0,73,59,19.9,25.1,,,,,,,
2016-06-08,4.92,0,76,53,13,19,,,,,,,
2016-06-09,3.36,0,82,54,12.1,19,,,,,,,
2016-06-10,6.49,0,90,67,13,19.9,,,,,,,
2016-06-11,7.16,0,92,72,15,23,,,,,,,
2016-06-12,6.04,0,91,70,14.1,19.9,,,,,,,
2016-06-13,2.91,0,90,63,12.1,16.1,,,,,,,
2016-06-14,5.82,2.25,79,67,21.9,28,1,,1,,,,
2016-06-15,5.37,3.14,91,67,52.1,66,1,,1,,,,
2016-06-16,11.41,0,83,68,21.9,32,,,,,,,
2016-06-17,9.17,0,86,64,15,21,,,,,,,
2016-06-18,5.59,0,87,64,15,21.9,,,,,,,
2016-06-19,4.47,0,89,64,13,18.1,,,,,,,
2016-06-20,7.61,1.04,90,73,25.9,38.9,1,,1,,,,
2016-06-21,7.83,0.02,84,71,19.9,25.9,1,,1,,,,
2016-06-22,5.82,0.38,83,65,14.1,23,1,,1,,,,
2016-06-23,7.83,0.14,90,70,32,40,,,1,,1,,
2016-06-24,4.7,0,86,69,10.1,16.1,1,,,,1,,
2016-06-25,3.8,0,89,66,10.1,13,,,,,,,
2016-06-26,5.59,0.23,92,73,25.9,32,1,,1,,,,
2016-06-27,5.37,0,90,71,15,19.9,1,,,,,,
2016-06-28,8.28,0,79,60,17,21.9,,,,,,,
2016-06-29,5.59,0,78,55,12.1,16.1,,,,,,,
2016-06-30,3.36,0,79,59,10.1,15,,,,,,,
2016-07-01,9.4,0,80,60,16.1,19.9,,,,,,,
2016-07-02,3.36,0,72,52,10.1,13,,,,,,,
2016-07-03,5.82,0.7,67,63,13,18.1,1,,,,,,
2016-07-04,3.13,0.06,75,65,6.9,11,1,,,,,,
2016-07-05,2.46,0.01,84,70,8.9,13,1,,,,,,
2016-07-06,4.47,0.76,84,69,21.9,29.1,1,,1,,,,
2016-07-07,6.04,0,82,71,15,21.9,1,,,,,,
2016-07-08,5.59,0,89,69,18.1,23.9,1,,,,,,
2016-07-09,9.17,0,81,66,16.1,23,,,,,,,
2016-07-10,2.91,0,84,61,8.1,10.1,,,,,,,
2016-07-11,3.58,0,88,65,12.1,14.1,,,,,,,
2016-07-12,5.59,0.26,88,69,19.9,29.1,1,,1,,,,
2016-07-13,6.71,0.99,91,70,36.9,47,1,,1,,,,
2016-07-14,6.04,0,88,68,14.1,19.9,,,,,,,
2016-07-15,7.61,0,85,69,19.9,25.9,,,,,,,
2016-07-16,4.03,0,81,62,10.1,13,,,,,,,
2016-07-17,4.92,0.05,87,63,15,21.9,,,,,,,
2016-07-18,6.49,2.29,81,68,25.9,38,1,,1,,,,
2016-07-19,2.91,0,89,70,10.1,12.1,1,,,,,,
2016-07-20,3.13,0,89,72,12.1,17,,,,,,,
2016-07-21,3.13,0,91,74,12.1,18.1,1,,,,,,
2016-07-22,5.82,0,90,78,15,21,,,,,,,
2016-07-23,2.68,0,92,74,8.9,12.1,,,,,,,
2016-07-24,6.04,0,93,76,15,25.1,,,,,,,
2016-07-25,6.04,0.02,89,73,19.9,25.9,,,,,,,
2016-07-26,3.13,0.09,85,73,8.9,12.1,1,,1,,,,
2016-07-27,3.13,0,89,69,8.9,14.1,,,,,,,
2016-07-28,3.36,0,88,73,12.1,14.1,,,,,,,
2016-07-29,2.91,0.13,89,70,18.1,25.1,,,,,,,
2016-07-30,4.47,0,86,69,15,18.1,1,,,,,,
2016-07-31,4.03,0,86,68,12.1,16.1,,,,,,,
2016-08-01,2.46,0,88,69,8.9,15,1,,,,,,
2016-08-02,2.68,0,91,68,10.1,16.1,1,,,,,,
2016-08-03,2.91,0,91,72,13,23,,,,,1,,
2016-08-04,3.13,0.08,89,72,12.1,16.1,1,,1,,,,
2016-08-05,5.82,0,90,71,14.1,21,1,,,,1,,
2016-08-06,5.59,0,84,70,10.1,21,,,,,,,
2016-08-07,5.37,0,86,65,12.1,25.9,,,,,,,
2016-08-08,6.71,0,87,69,13,17,,,,,,,
2016-08-09,2.01,0,90,69,8.1,25.9,,,,,,,
2016-08-10,3.58,0,88,74,15,19.9,,,1,,,,
2016-08-11,5.59,0,92,77,15,19,,,,,,,
2016-08-12,7.16,0,91,77,15,21.9,,,,,,,
2016-08-13,6.71,1.09,80,73,13,18.1,1,,1,,,,
2016-08-14,3.36,0.72,74,69,10.1,23.9,1,,,,,,
2016-08-15,6.26,0.81,78,71,15,19.9,1,,,,,,
2016-08-16,6.26,0.09,80,72,15,23.9,1,,,,,,
2016-08-17,2.68,0,83,71,8.9,16.1,1,,,,,,
2016-08-18,3.8,0,85,69,13,23.9,1,1,,,,,
2016-08-19,6.04,0.52,86,71,16.1,19.9,1,,1,,,,
2016-08-20,5.59,1.03,83,70,23.9,31.1,1,,1,,1,,
2016-08-21,8.5,0,78,63,17,27.1,,,,,,,
2016-08-22,2.01,0,80,60,8.1,12.1,,,,,,,
2016-08-23,4.25,0,81,60,12.1,16.1,,,,,,,
2016-08-24,6.04,0.83,86,70,25.1,35.1,1,1,1,,1,,
2016-08-25,4.25,0,88,75,14.1,19,,,1,,,,
2016-08-26,3.13,0.47,91,71,25.9,36.9,1,,1,,,,
2016-08-27,2.68,0.17,84,71,8.1,16.1,1,,1,,,,
2016-08-28,2.01,0.19,90,71,15,28,1,,1,,,,
2016-08-29,2.91,0,90,69,8.9,13,,,,,,,
2016-08-30,2.91,0.3,90,72,23.9,29.1,1,,1,,,,
2016-08-31,6.04,0,86,67,17,23,1,,,,,,
2016-09-01,7.61,0,78,62,18.1,23,,,,,,,
2016-09-02,8.72,0,78,60,17,21.9,,,,,,,
2016-09-03,4.47,0,81,58,14.1,19,,,,,,,
2016-09-04,3.13,0,81,58,14.1,18.1,,,,,,,
2016-09-05,4.7,0,89,65,16.1,19.9,,,,,,,
2016-09-06,4.7,0,89,69,15,19.9,1,,,,,,
2016-09-07,6.71,0,90,72,15,21.9,,,,,,,
2016-09-08,6.04,0.4,83,74,21,27.1,1,,1,,,,
2016-09-09,5.82,0.39,82,70,18.1,29.1,1,,1,,,,
2016-09-10,7.83,0.48,79,63,23,28,1,,1,,,,
2016-09-11,3.8,0,77,58,12.1,14.1,,,,,,,
2016-09-12,2.91,0,79,56,12.1,15,,,,,,,
2016-09-13,2.91,0,83,56,8.9,12.1,1,,,,,,
2016-09-14,4.7,0,83,65,12.1,19,,,,,,,
2016-09-15,5.37,0,80,63,10.1,17,,,,,,,
2016-09-16,4.7,0.54,87,63,25.9,40.9,1,,1,,,,
2016-09-17,4.03,1.11,80,69,14.1,27.1,1,,1,,,,
2016-09-18,2.01,0,81,64,8.1,12.1,1,1,,,,,
2016-09-19,1.12,0,85,57,6.9,8.9,1,1,,,,,
2016-09-20,1.57,0,86,60,6.9,10.1,1,,,,,,
2016-09-21,1.12,0,89,60,8.1,10.1,1,,,,,,
2016-09-22,1.79,0,88,62,8.1,11,1,,,,,,
2016-09-23,1.79,0,88,65,6.9,10.1,1,,,,,,
2016-09-24,5.14,0,82,67,8.9,16.1,1,,,,1,,
2016-09-25,4.7,0.17,86,62,18.1,25.1,,,1,,,,
2016-09-26,8.5,0.27,73,56,25.1,35.1,1,,1,,,,
2016-09-27,7.61,0,75,50,17,25.1,,,,,,,
2016-09-28,5.59,0.55,64,55,19.9,25.1,1,,1,,,,
2016-09-29,4.92,0,69,55,14.1,30,,,,,,,
2016-09-30,3.36,0.13,68,58,16.1,21,1,,1,,,,
2016-10-01,2.91,0.01,67,52,10.1,17,1,,,,,,
2016-10-02,2.46,0,69,54,8.9,12.1,1,,,,,,
2016-10-03,2.24,0,72,51,6.9,12.1,1,1,,,,,
2016-10-04,4.92,0,79,54,14.1,19.9,,,,,,,
2016-10-05,6.04,0,80,64,17,23.9,,,,,,,
2016-10-06,3.8,0,85,60,12.1,17,1,,,,,,
2016-10-07,7.38,0,83,56,23,30,,,,,,,
2016-10-08,8.05,0,67,48,18.1,25.9,,,,,,,
2016-10-09,3.8,0,71,45,8.9,14.1,,,,,,,
2016-10-10,5.14,0,73,50,10.1,19,,,,,,,
2016-10-11,4.7,0,74,54,12.1,16.1,,,,,,,
2016-10-12,8.5,0.06,77,54,19.9,27.1,1,,,,,,
2016-10-13,6.26,0.01,62,46,15,21,1,,,,,,
2016-10-14,4.25,0,67,44,13,17,,,,,,,
2016-10-15,5.37,0,75,53,15,21,1,,,,,,
2016-10-16,6.04,0.49,74,62,17,23.9,1,,,,,,
2016-10-17,10.51,0,82,65,19.9,31.1,,,,,,,
2016-10-18,8.95,0,77,68,18.1,29.1,,,,,,,
2016-10-19,5.14,1.78,75,57,16.1,21.9,1,,1,,,,
2016-10-20,10.07,0.85,58,53,21,32,1,,1,,,,
2016-10-21,12.3,0.04,56,46,21,29.1,,,,,,,
2016-10-22,6.71,0,59,40,15,19,,,,,,,
2016-10-23,8.05,0,73,43,18.1,28,,,,,,,
2016-10-24,7.83,0,63,45,15,25.9,,,,,,,
2016-10-25,5.37,0,58,41,12.1,18.1,,,,,,,
2016-10-26,7.61,0.03,64,47,17,25.1,1,,,,,,
2016-10-27,9.4,0,63,47,19.9,25.9,1,,,,,,
2016-10-28,4.25,0,65,40,13,18.1,1,,,,,,
2016-10-29,7.83,0,79,56,17,25.9,,,,,,,
2016-10-30,7.16,0,68,50,16.1,19.9,,,,,,,
2016-10-31,6.93,0,63,48,12.1,15,,,,,,,
2016-11-01,5.82,0,79,55,18.1,27.1,,,,,,,
2016-11-02,6.49,0.09,79,57,21.9,28,1,,1,,1,,
2016-11-03,6.26,0,65,52,13,15,1,,,,,,
2016-11-04,4.03,0,61,44,13,18.1,1,,,,,,
2016-11-05,0.67,0,64,38,6,6.9,,,,,,,
2016-11-06,1.57,0,67,40,8.9,12.1,1,,,,,,
2016-11-07,2.24,0,69,41,8.9,12.1,1,,,,,,
2016-11-08,5.14,0.11,59,46,23,29.1,1,,,,,,
2016-11-09,8.28,0,56,40,17,23.9,,,,,,,
2016-11-10,5.82,0,60,35,15,21.9,1,,,,,,
2016-11-11,9.17,0,59,38,19.9,23,,,,,,,
2016-11-12,2.01,0,53,29,8.9,12.1,,,,,,,
2016-11-13,2.46,0,58,28,10.1,13,1,,,,1,,
2016-11-14,2.68,0,60,29,12.1,16.1,,,,,,,
2016-11-15,3.8,0,63,36,10.1,14.1,,,,,,,
2016-11-16,1.57,0,64,37,8.1,12.1,1,1,,,1,,
2016-11-17,5.59,0,75,39,13,19,1,,,,,,
2016-11-18,9.84,0.86,74,44,29.1,42.9,1,,1,,,,
2016-11-19,18.12,0.01,44,31,31.1,40,,,,,,,
2016-11-20,9.62,0,38,26,16.1,19.9,,,,,,,
2016-11-21,5.14,0,42,27,10.1,12.1,,,,,,,
2016-11-22,4.92,0,45,27,12.1,14.1,,,,,,,
2016-11-23,6.71,0.58,49,39,13,18.1,1,,,,,,
2016-11-24,7.61,0,49,38,15,21,1,,,,,,
2016-11-25,6.71,0,41,38,15,19.9,,,,,1,,
2016-11-26,5.59,0,47,34,16.1,19.9,,,,,,,
2016-11-27,6.26,0,50,29,15,19.9,1,,,,,,
