Date,Average Wind Speed,Precipitation,TMAX,TMIN,Fastest 2 minute wind speed,Fastest 5 second wind speed,Fog/Ice fog,Heavy freezing fog,Thunder,Glaze,Smoke/Haze,Blowing/Drifting Snow,Power Outage
2016-11-28,10.74,1.07,54,43,25.1,35.1,1,,,,,,
2016-11-29,8.28,0,62,49,18.1,25.9,,,,,,,
2016-11-30,8.28,0,56,37,19.9,28,1,,,,,,
2016-12-01,9.62,0.01,40,36,21,31.1,1,,,,,,
2016-12-02,7.38,0,40,36,13,18.1,,,,,,,
2016-12-03,5.37,0,39,32,14.1,17,,,,,,,
2016-12-04,7.16,0.24,41,32,19.9,27.1,1,,,,,,
2016-12-05,6.49,0,44,34,17,21.9,,,,,,,
2016-12-06,9.84,0.06,43,33,23.9,32,1,,,,1,,
2016-12-07,7.61,0,39,26,15,19.9,,,,,,,
2016-12-08,14.09,0,29,21,23,29.1,,,,,,,
2016-12-09,7.83,0,28,21,13,,,,,,,,
2016-12-10,5.14,0,29,22,8.9,14.1,,,,,,,
2016-12-11,8.5,0.13,38,27,14.1,19.9,1,,,,1,,
2016-12-12,7.83,0,39,23,18.1,23,1,,,,,,
2016-12-13,5.59,0.17,32,12,14.1,19,1,1,,,1,,
2016-12-14,7.61,0,20,4,21.9,32,,,,,,,
2016-12-15,8.28,0,14,4,19.9,25.1,,,,,,,
2016-12-16,8.5,0.02,29,13,15,21,1,,,1,,,
2016-12-17,5.59,0.27,35,23,19.9,25.1,1,,,1,,,
2016-12-18,13.87,0.01,23,3,23.9,32,1,,,1,,,
2016-12-19,3.13,0,20,-1,12.1,14.1,,,,,,,
2016-12-20,5.14,0,35,11,19.9,25.9,,,,,,,
2016-12-21,5.59,0,43,19,13,18.1,1,,,,1,,
2016-12-22,6.49,0,41,26,16.1,19.9,,,,,,,
2016-12-23,4.92,0.14,40,25,14.1,19.9,1,,,,,,
2016-12-24,5.14,0.04,44,37,12.1,18.1,1,,,,1,,
2016-12-25,6.71,0,48,36,13,17,1,1,,,,,
2016-12-26,10.51,0.2,66,42,21.9,32,1,1,,,,,
2016-12-27,8.5,0,42,27,21,28,,,,,,,
2016-12-28,5.14,0.01,48,22,16.1,33.1,,,,,,,
2016-12-29,15.43,0.01,42,33,25.9,36,1,,,,,,
2016-12-30,12.3,0,37,28,29.1,40,,,,,,,
2016-12-31,10.74,0,46,30,21.9,33.1,,,,,,,
2017-01-01,3.58,0,46,21,8.9,13,,,,,,,
2017-01-02,4.47,0.72,52,38,13,16.1,1,,1,,1,,
2017-01-03,8.5,0.43,52,33,25.1,33.1,1,1,,,,,
2017-01-04,15.88,0,33,18,21.9,32,1,,,,,,
2017-01-05,8.05,0.01,19,8,15,18.1,,,,,,,
2017-01-06,8.72,0,10,3,14.1,19.9,,,,,,,
2017-01-07,9.17,0,16,0,16.1,19.9,,,,,,,
2017-01-08,6.49,0,20,5,15,19,,,,,,,
2017-01-09,9.17,0,36,18,17,23,,,,,,,
2017-01-10,14.99,0.37,54,36,35.1,45,1,,1,,,,
2017-01-11,8.95,0.14,63,28,25.9,38,1,1,,,,,
2017-01-12,12.75,0.45,64,29,23.9,38,1,,1,,,,
2017-01-13,7.83,0,32,24,15,18.1,,,,,,,
2017-01-14,4.92,0.16,34,30,10.1,12.1,1,,,1,1,,
2017-01-15,3.8,0,36,29,8.1,8.9,1,,,,1,,
2017-01-16,6.49,0.46,52,35,10.1,15,1,,,,,,
2017-01-17,10.29,0.14,58,38,18.1,27.1,1,,,,,,
2017-01-18,7.61,0,38,36,17,23,1,,,,,,
2017-01-19,6.04,0.64,47,35,13,16.1,1,,,,,,
2017-01-20,5.14,0.56,55,45,12.1,17,1,,,,,,
2017-01-21,5.82,0,67,47,14.1,19,1,,,,,,
2017-01-22,6.26,0,62,42,17,21.9,1,1,,,,,
2017-01-23,13.2,0,51,40,21,25.9,1,,,,,,
2017-01-24,6.93,0,42,40,15,19.9,,,,,,,
2017-01-25,11.41,0,56,38,25.9,36.9,,,,,,,
2017-01-26,13.42,0.02,38,31,23.9,32,1,,,,,,
2017-01-27,10.51,0.02,32,27,21,34,1,,,,,,
2017-01-28,8.72,0,33,23,17,25.9,,,,,,,
2017-01-29,9.17,0.04,33,25,16.1,19.9,1,,,,,,
2017-01-30,7.16,0,38,17,16.1,21.9,,,,,,,
2017-01-31,12.08,0,43,37,23.9,34,,,,,,,
2017-02-01,8.05,0,41,32,16.1,21.9,,,,,,,
2017-02-02,11.41,0,33,21,19.9,27.1,,,,,,,
2017-02-03,8.95,0,29,19,16.1,23.9,,,,,,,
2017-02-04,5.37,0,35,13,14.1,19.9,,,,,,,
2017-02-05,6.93,0,47,30,17,23,,,,,,,
2017-02-06,4.92,0.09,54,26,16.1,25.1,1,,,,,,
2017-02-07,12.53,0.25,62,45,23.9,36.9,1,,1,,,,
2017-02-08,10.96,0.05,45,26,19.9,27.1,1,1,,,1,,
2017-02-09,12.3,0,26,13,23,29.1,,,,,,,
2017-02-10,9.62,0,52,14,21,31.1,,,,,,,
2017-02-11,6.93,0.03,66,48,15,23,1,,,,,,
2017-02-12,13.65,0,59,35,33.1,42.9,1,,,,1,,
2017-02-13,4.47,0,48,27,14.1,19,,,,,,,
2017-02-14,8.05,0,53,36,17,23.9,,,,,,,
2017-02-15,12.08,0,42,31,23,31.1,,,,,,,
2017-02-16,6.04,0,47,32,12.1,16.1,,,,,,,
2017-02-17,8.05,0,65,41,18.1,23.9,,,,,,,
2017-02-18,6.71,0,65,42,13,19.9,,,,,,,
2017-02-19,3.36,0,66,45,12.1,16.1,1,,,,1,,
2017-02-20,5.59,0,67,38,13,17,1,1,,,1,,
2017-02-21,4.25,0,65,52,10.1,15,,,,,,,
2017-02-22,4.7,0,68,48,14.1,21,1,1,,,1,,
2017-02-23,4.7,0,69,51,12.1,15,1,1,,,,,
2017-02-24,10.51,0.33,72,44,23,35.1,1,,1,,,,
2017-02-25,13.65,0,44,27,25.9,42.1,1,,,1,,,
2017-02-26,6.71,0,47,20,17,27.1,,,,,,,
2017-02-27,6.26,0,53,39,14.1,19,,,,,,,
2017-02-28,8.28,0.25,65,46,29.1,42.9,1,,1,,,,
2017-03-01,16.55,0.42,64,37,32,44.1,1,,1,,,,
2017-03-02,14.09,0,41,29,23.9,30,,,,,,,
2017-03-03,8.05,0,36,26,18.1,25.1,,,,,,,
2017-03-04,10.74,0,47,30,17,25.1,,,,,,,
2017-03-05,10.51,0,67,32,23,30,,,,,,,
2017-03-06,9.84,0.58,61,51,21.9,32,1,,,,1,,
2017-03-07,11.41,0.52,64,41,23,35.1,1,,1,,,,
2017-03-08,10.51,0,58,40,30,47,,,,,,,
2017-03-09,5.82,0.01,62,32,18.1,23.9,,,,,,,
2017-03-10,12.08,0,41,25,21.9,28,,,,,,,
2017-03-11,6.71,0,34,23,15,19,,,,,,,
2017-03-12,6.49,0,36,21,13,17,,,,,,,
2017-03-13,8.5,0.03,32,26,14.1,21.9,1,,,,,,
2017-03-14,12.75,0,31,18,23.9,30,,,,,,,
2017-03-15,11.41,0,33,18,21,27.1,,,,,,,
2017-03-16,4.03,0,42,18,13,15,,,,,,,
2017-03-17,6.71,0.05,47,33,14.1,21.9,1,,,,,,
2017-03-18,11.41,0,45,37,21.9,28,1,,,,,,
2017-03-19,4.92,0,52,35,12.1,14.1,,,,,,,
2017-03-20,7.38,0.39,51,40,21,32,1,,1,,,,
2017-03-21,9.62,0,58,36,17,23,1,,,,1,,
2017-03-22,9.84,0,41,27,16.1,23,,,,,,,
2017-03-23,9.17,0,56,28,15,21,,,,,,,
2017-03-24,10.96,0,74,51,23,36,,,,,,,
2017-03-25,7.61,0.59,75,58,19.9,30,1,,1,,,,
2017-03-26,7.61,0.65,65,52,17,21.9,1,,,,,,
2017-03-27,5.59,0.27,64,47,13,17,1,,,,,,
2017-03-28,8.28,0.01,57,49,15,19,1,,,,,,
2017-03-29,12.53,0,60,46,18.1,25.9,1,,,,,,
2017-03-30,8.95,0.51,73,52,28,36.9,1,,1,,,,
2017-03-31,10.74,0.42,58,39,19.9,25.9,1,,,,,,
2017-04-01,6.49,0,57,40,15,19.9,,,,,,,
2017-04-02,6.26,0,64,40,15,21.9,,,,,,,
2017-04-03,7.16,0.1,70,51,21,29.1,,,1,,,,
2017-04-04,10.51,0,61,49,23,29.1,,,,,,,
2017-04-05,9.4,0.46,60,47,23,27.1,1,,1,,,,
2017-04-06,18.12,0.14,49,37,35.1,47,1,,,,,,
2017-04-07,12.75,0,54,35,23.9,30,,,,,,,
2017-04-08,5.14,0,66,33,13,19,,,,,,,
2017-04-09,10.07,0,77,45,23,33.1,,,,,,,
2017-04-10,11.41,0.52,74,60,28,38.9,1,,1,,,,
2017-04-11,8.5,0,68,50,16.1,19.9,,,,,,,
2017-04-12,4.03,0,67,40,8.9,13,,,,,,,
2017-04-13,3.58,0,77,45,12.1,15,,,,,,,
2017-04-14,4.03,0.16,80,51,14.1,19,,,1,,,,
2017-04-15,8.5,0,81,63,23,34,,,,,,,
2017-04-16,8.72,0.03,73,59,23.9,33.1,,,1,,,,
2017-04-17,4.92,0,69,51,13,17,,,,,,,
2017-04-18,6.93,0,78,45,17,25.9,,,,,,,
2017-04-19,6.71,0,81,62,15,23,1,,,,,,
2017-04-20,8.72,0.06,79,58,23,30,,,1,,,,
2017-04-21,9.62,0,59,46,17,21.9,,,,,,,
2017-04-22,10.51,0,58,45,19.9,28,,,,,,,
2017-04-23,8.72,0,71,41,17,23.9,,,,,,,
2017-04-24,8.72,0,76,50,16.1,21.9,,,,,,,
2017-04-25,6.71,0,76,53,15,21.9,,,,,,,
2017-04-26,8.05,0,84,62,31.1,38.9,,,1,,,,
2017-04-27,9.4,0.06,73,49,21,27.1,1,,,,,,
2017-04-28,6.26,1.08,61,46,25.1,30,1,,1,,,,
2017-04-29,6.71,1.94,75,57,21.9,28,1,,1,,,,
2017-04-30,7.38,0.54,71,57,21.9,29.1,1,,1,,,,
2017-05-01,11.86,0.28,68,47,25.1,38,1,,1,,,,
2017-05-02,13.2,0.04,61,45,28,44.1,1,,,,,,
2017-05-03,6.26,0.4,54,41,13,17,1,,,,,,
2017-05-04,11.63,1.82,48,47,21.9,31.1,1,,,,,,
2017-05-05,17,0.35,57,44,28,38,1,,,,,,
2017-05-06,12.75,0.01,61,43,23.9,34,,,,,,,
2017-05-07,8.28,0,61,39,18.1,23,,,,,,,
2017-05-08,2.01,0.04,64,36,8.1,12.1,1,,,,,,
2017-05-09,6.49,0.92,70,49,16.1,19.9,1,,1,,,,
2017-05-10,4.7,0.27,81,54,19.9,32,1,,1,,1,,
2017-05-11,6.93,0,65,57,14.1,19,1,,,,,,
2017-05-12,6.93,0,70,53,17,23.9,,,,,,,
2017-05-13,4.7,0,74,49,13,17,,,,,,,
2017-05-14,8.28,0,82,59,19.9,23.9,,,,,,,
2017-05-15,3.58,0,83,57,13,16.1,1,,,,1,,
2017-05-16,7.61,0,84,57,21.9,29.1,,,,,,,
2017-05-17,11.41,0,83,69,23.9,42.1,,,,,,,
2017-05-18,10.29,0,86,71,18.1,29.1,,,,,,,
2017-05-19,7.16,0.28,79,58,17,23,1,,1,,,,
2017-05-20,8.72,0.94,78,54,16.1,21.9,1,,1,,,,
2017-05-21,9.4,0.05,74,54,21,27.1,1,,,,,,
2017-05-22,4.03,0,71,48,10.1,16.1,,,,,,,
2017-05-23,3.13,0,75,56,10.1,14.1,,,,,,,
2017-05-24,7.83,0.27,64,59,17,21,1,,,,1,,
2017-05-25,12.97,0.45,65,56,21.9,29.1,1,,,,,,
2017-05-26,3.58,0.75,78,51,33.1,42.1,1,,1,,,,
2017-05-27,4.7,0,77,64,13,14.1,1,,,,,,
2017-05-28,5.59,0.21,77,62,14.1,19.9,1,,1,,,,
2017-05-29,6.04,0.05,82,56,21.9,25.9,,,1,,,,
2017-05-30,5.82,0,75,55,19.9,28,,,,,,,
2017-05-31,8.5,0.01,77,58,25.9,35.1,,,1,,,,
2017-06-01,3.8,0,79,50,13,15,,,,,,,
2017-06-02,2.24,0,83,53,10.1,13,,,,,,,
2017-06-03,3.13,0,87,58,13,17,,,,,,,
2017-06-04,5.59,0,88,64,14.1,19,,,,,,,
2017-06-05,8.05,0,88,68,16.1,23,,,1,,,,
2017-06-06,7.61,0,79,57,17,25.1,,,,,,,
2017-06-07,8.5,0,73,57,19.9,33.1,,,,,,,
2017-06-08,3.8,0,77,54,12.1,17,,,,,,,
2017-06-09,6.49,0,84,58,16.1,23,,,,,,,
2017-06-10,8.05,0,85,62,17,23.9,,,,,,,
2017-06-11,7.61,0,87,65,21,27.1,,,,,,,
2017-06-12,4.47,0,91,68,16.1,21.9,,,,,,,
2017-06-13,5.59,0.08,85,71,19.9,27.1,1,,1,,,,
2017-06-14,6.04,0.83,90,69,21,27.1,1,,1,,,,
2017-06-15,4.03,0.31,82,68,12.1,16.1,1,,1,,,,
2017-06-16,3.8,0,87,66,14.1,19,1,,,,,,
2017-06-17,6.93,0,86,71,16.1,23,1,,,,,,
2017-06-18,9.17,0.25,81,68,21,25.9,1,,1,,,,
2017-06-19,8.05,0.02,80,61,25.1,35.1,,,1,,,,
2017-06-20,6.49,0.05,84,60,25.9,38.9,,,,,,,
2017-06-21,4.92,0.12,88,65,12.1,17,1,,,,,,
2017-06-22,9.17,0.02,85,72,18.1,27.1,1,,,,,,
2017-06-23,6.49,1.88,76,64,21,25.1,1,,1,,,,
2017-06-24,8.95,0,76,62,21,27.1,,,,,,,
2017-06-25,8.95,0,75,56,19.9,25.9,,,,,,,
2017-06-26,7.83,0,73,55,25.1,33.1,,,,,,,
2017-06-27,4.03,0,74,52,10.1,14.1,,,,,,,
2017-06-28,6.71,0,81,53,16.1,25.1,,,,,,,
2017-06-29,8.95,0,88,70,18.1,29.1,,,,,,,
2017-06-30,6.71,0.79,85,68,23,28,1,,1,,,,
2017-07-01,6.71,0,83,68,15,21.9,1,,,,,,
2017-07-02,5.37,0,84,65,16.1,19.9,,,,,,,
2017-07-03,2.91,0,88,66,10.1,14.1,,,,,,,
2017-07-04,4.92,0,87,68,15,19,1,,,,1,,
2017-07-05,3.58,0,86,69,8.1,11,,,,,,,
2017-07-06,3.36,0,82,73,12.1,15,,,1,,,,
2017-07-07,6.71,0.57,88,67,23,30,1,,1,,,,
2017-07-08,6.71,0,79,64,16.1,21,,,,,,,
2017-07-09,2.91,0,84,59,12.1,15,1,,,,,,
2017-07-10,8.05,0.17,84,72,17,31.1,,,1,,,,
2017-07-11,6.71,3,78,69,32,44.1,1,,1,,,,
2017-07-12,6.04,0.04,90,71,23.9,32,,,1,,,,
2017-07-13,5.82,0.1,86,74,16.1,25.9,1,,1,,,,
2017-07-14,7.61,0,83,65,17,23,,,,,,,
2017-07-15,4.25,0,80,61,10.1,14.1,,,,,,,
2017-07-16,4.47,0,85,65,15,19,,,1,,,,
2017-07-17,3.58,0,86,70,8.9,23,,,,,,,
2017-07-18,3.8,0,88,69,10.1,14.1,1,,,,,,
2017-07-19,3.13,0,89,67,12.1,15,,,,,,,
2017-07-20,5.82,0.19,89,73,25.9,36.9,1,,1,,1,,
2017-07-21,5.14,0.3,90,72,25.1,36,1,,1,,1,,
2017-07-22,6.04,0.01,88,74,23.9,30,,,1,,,,
2017-07-23,5.14,0.31,86,71,23,34,1,,1,,,,
2017-07-24,7.61,0,82,68,14.1,17,,,,,,,
2017-07-25,6.71,0,81,61,14.1,18.1,,,,,,,
2017-07-26,4.7,0,86,64,8.1,11,,,,,,,
2017-07-27,3.8,0.25,81,74,13,17,1,,,,,,
2017-07-28,9.84,0,82,69,19.9,25.1,1,,,,,,
2017-07-29,7.61,0,79,59,15,19.9,,,,,,,
2017-07-30,5.82,0,84,60,15,23.9,,,,,,,
2017-07-31,2.91,0,86,63,8.1,13,,,,,,,
2017-08-01,2.91,0.09,84,67,16.1,25.1,,,1,,,,
2017-08-02,4.25,0.11,84,66,15,19.9,1,,1,,,,
2017-08-03,5.59,0,86,67,16.1,21.9,1,,,,,,
2017-08-04,10.74,0.11,76,60,23,29.1,1,,1,,,,
2017-08-05,3.36,0,78,55,12.1,16.1,,,,,,,
2017-08-06,4.7,0.01,73,65,10.1,15,,,,,,,
2017-08-07,6.71,0,79,65,13,16.1,,,,,,,
2017-08-08,6.93,0,81,58,15,21,,,,,,,
2017-08-09,2.91,0,83,57,14.1,16.1,1,,,,1,,
2017-08-10,2.46,0,84,60,12.1,15,,,,,,,
2017-08-11,5.82,0.09,83,68,12.1,15,,,1,,,,
2017-08-12,6.26,0,80,61,13,18.1,,,,,,,
2017-08-13,2.46,0,83,58,8.1,13,,,,,,,
2017-08-14,2.91,0,85,62,8.9,17,,,,,,,
2017-08-15,3.36,0,88,67,12.1,14.1,,,,,,,
2017-08-16,3.8,0,90,67,13,17,1,,,,,,
2017-08-17,7.83,0.01,86,74,21.9,27.1,1,,,,,,
2017-08-18,7.16,0,84,67,18.1,23.9,,,,,,,
2017-08-19,4.25,0,87,67,12.1,14.1,,,,,,,
2017-08-20,3.13,0,91,65,10.1,13,,,,,,,
2017-08-21,4.03,0.1,90,72,21.9,27.1,1,,1,,,,
2017-08-22,8.05,0.08,82,67,17,29.1,1,,1,,,,
2017-08-23,7.16,0,79,60,15,19.9,,,,,1,,
2017-08-24,3.8,0,79,56,10.1,14.1,1,,,,,,
2017-08-25,5.59,0,77,57,12.1,16.1,,,,,,,
2017-08-26,4.7,0,79,53,12.1,14.1,,,,,,,
2017-08-27,4.47,0,81,57,6.9,,,,,,,,
2017-08-28,3.8,0.41,82,57,19.9,25.1,1,,1,,,,
2017-08-29,4.03,0,82,63,10.1,15,,,1,,,,
2017-08-30,3.58,0,83,62,12.1,16.1,1,,,,1,,
2017-08-31,6.93,0,81,62,18.1,25.1,,,,,,,
2017-09-01,12.08,0,66,58,23,30,,,,,,,
2017-09-02,6.93,0,76,53,14.1,19,,,,,,,
2017-09-03,4.25,0,83,61,14.1,18.1,,,,,,,
2017-09-04,7.38,0,88,55,21,32,1,,1,,,,
2017-09-05,10.96,0,72,58,19.9,29.1,,,,,,,
2017-09-06,7.16,0.03,68,49,21,25.9,,,,,,,
2017-09-07,4.7,0,70,48,16.1,21,,,,,,,
2017-09-08,3.58,0,79,49,10.1,16.1,,,,,,,
2017-09-09,7.38,0,74,56,14.1,19,,,,,,,
2017-09-10,6.71,0,75,49,16.1,21,,,,,,,
2017-09-11,5.82,0,75,50,13,34,,,,,,,
2017-09-12,8.72,0,75,57,17,28,,,,,,,
2017-09-13,5.82,0.08,67,62,14.1,23,1,,,,,,
2017-09-14,2.01,0,76,60,8.1,8.9,1,,,,,,
2017-09-15,3.36,0,83,56,8.9,17,1,1,,,,,
2017-09-16,3.36,0,87,61,12.1,18.1,,,,,,,
2017-09-17,4.25,0,90,64,25.1,33.1,1,,,,,,
2017-09-18,2.91,0.16,84,69,13,18.1,1,,1,,,,
2017-09-19,3.13,0.22,82,67,10.1,15,1,,,,,,
2017-09-20,4.25,0,90,65,12.1,16.1,1,1,,,,,
2017-09-21,3.13,0,92,69,10.1,15,1,,,,,,
2017-09-22,1.79,0,94,69,13,16.1,1,,1,,,,
2017-09-23,2.01,0,92,67,12.1,14.1,1,,,,,,
2017-09-24,3.36,0,91,65,14.1,23.9,,,,,,,
2017-09-25,1.34,0,91,60,8.9,13,,,,,,,
2017-09-26,2.24,0,91,65,8.1,12.1,,,,,,,
2017-09-27,8.05,0,80,60,16.1,21.9,,,,,,,
2017-09-28,5.82,0,74,53,14.1,21,,,,,,,
2017-09-29,7.38,0,78,49,19.9,25.1,,,,,,,
2017-09-30,6.93,0,72,50,14.1,19,,,,,,,
2017-10-01,6.49,0,74,45,14.1,19.9,,,,,,,
2017-10-02,6.71,0,79,57,14.1,21.9,,,,,,,
2017-10-03,5.59,0,83,61,17,23.9,,,,,,,
2017-10-04,4.7,0.35,78,66,12.1,21.9,1,,1,,,,
2017-10-05,2.91,0.88,71,66,8.9,14.1,1,,,,,,
2017-10-06,3.8,0.01,76,67,8.9,12.1,,,,,,,
2017-10-07,9.62,0.15,84,62,28,34,1,,,,,,
2017-10-08,4.47,0.17,70,53,14.1,17,1,,,,,,
2017-10-09,2.91,0,73,62,8.1,10.1,1,,,,,,
2017-10-10,4.47,0.65,72,58,13,16.1,1,1,,,,,
2017-10-11,6.04,0.02,68,57,19.9,25.1,1,,,,,,
2017-10-12,2.68,0.01,65,57,8.1,11,1,1,,,,,
2017-10-13,2.91,0,73,58,13,16.1,,,,,,,
2017-10-14,5.82,0,82,60,14.1,19.9,,,,,,,
2017-10-15,12.08,0.28,74,51,25.1,33.1,1,,,,,,
2017-10-16,6.26,0,63,45,14.1,17,,,,,,,
2017-10-17,4.25,0,67,40,15,21,,,,,,,
2017-10-18,4.47,0,69,40,14.1,19.9,1,1,,,,,
2017-10-19,3.13,0,75,47,10.1,16.1,,,,,,,
2017-10-20,3.8,0,76,47,12.1,17,1,1,,,,,
2017-10-21,5.59,0,76,50,15,19,,,,,,,
2017-10-22,8.05,0,78,57,18.1,28,,,,,,,
2017-10-23,8.28,0.61,68,48,23.9,34,1,,,,,,
2017-10-24,9.4,0.08,51,42,16.1,23.9,1,,,,,,
2017-10-25,4.92,0.01,50,36,14.1,19.9,,,,,,,
2017-10-26,6.04,0,62,32,15,21,1,,,,,,
2017-10-27,6.71,0.2,56,36,17,21,1,,,,,,
2017-10-28,5.37,,39,36,16.1,21.9,,,,,,,
2017-10-29,5.14,0,41,31,12.1,16.1,,,,,,,
2017-10-30,6.04,0.01,45,31,14.1,23,,,,,,,
2017-10-31,4.25,0,43,34,16.1,21,,,,,,,
2017-11-01,4.92,0.53,57,34,13,19,1,,,,,,
2017-11-02,6.71,0.23,67,56,14.1,21,1,,,,,,
2017-11-03,9.84,0,64,45,18.1,25.1,1,,,,,,
2017-11-04,4.92,0,62,43,12.1,16.1,1,,,,,,
2017-11-05,8.28,0.3,72,53,21,30,1,,1,,,,
2017-11-06,8.95,0,53,46,18.1,25.9,,,,,,,
2017-11-07,9.62,0.04,50,43,18.1,25.1,,,,,,,
2017-11-08,4.03,0,51,34,10.1,16.1,,,,,,,
2017-11-09,8.28,0,55,30,25.1,31.1,,,,,,,
2017-11-10,8.95,0,34,26,19.9,23.9,,,,,,,
2017-11-11,6.49,0,42,24,13,17,,,,,,,
2017-11-12,4.7,0.13,41,32,14.1,17,1,,,,,,
2017-11-13,5.14,0,44,33,13,15,1,,,,1,,
2017-11-14,5.14,0,51,30,13,18.1,1,1,,,,,
2017-11-15,8.05,0.49,50,41,15,23.9,1,,,,,,
2017-11-16,8.72,0,44,33,23.9,29.1,,,,,,,
2017-11-17,9.84,0.09,49,34,16.1,23,,,,,,,
2017-11-18,15.43,1.38,66,39,30,42.1,1,,1,,,,
2017-11-19,10.51,0,40,27,23.9,33.1,,,,,,,
2017-11-20,7.83,0,51,25,19.9,27.1,,,,,,,
2017-11-21,11.41,0.01,53,31,23,32,1,,,,1,,
2017-11-22,5.82,0,38,25,13,17,,,,,,,
2017-11-23,3.8,0,46,27,12.1,16.1,1,,,,1,,
2017-11-24,6.71,0,60,27,18.1,29.1,,,,,,,
2017-11-25,11.18,0,55,38,23,35.1,,,,,,,
2017-11-26,4.47,0,51,31,13,18.1,,,,,,,
2017-11-27,5.14,0,63,32,14.1,19,,,,,,,
2017-11-28,8.95,0,65,46,23.9,34,,,,,,,
2017-11-29,5.14,0,56,40,14.1,18.1,,,,,,,
2017-11-30,4.7,0.05,53,33,16.1,21.9,1,,,,,,
2017-12-01,1.57,0,53,30,6.9,10.1,,,,,,,
2017-12-02,1.79,0,55,30,10.1,13,,,,,,,
2017-12-03,2.91,0,58,29,8.9,14.1,1,,,,,,
2017-12-04,10.29,0,65,44,23,36,,,,,,,
2017-12-05,12.08,0.15,62,30,30,36.9,1,,1,,,,
2017-12-06,9.62,0,42,28,23,33.1,,,,,,,
2017-12-07,10.51,0,36,22,21,27.1,,,,,,,
2017-12-08,5.82,0,33,13,13,18.1,,,,,,,
2017-12-09,13.2,0.01,34,23,25.9,33.1,,,,,,,
2017-12-10,8.5,0,38,19,18.1,29.1,,,,,,,
2017-12-11,8.72,0,46,20,25.9,35.1,,,,,,,
2017-12-12,15.66,0,36,19,25.9,34,1,,,1,1,,
2017-12-13,14.76,0,44,18,38,51,,,,,,,
2017-12-14,6.93,0,32,23,28,36,,,,,,,
2017-12-15,7.61,0,34,24,18.1,25.1,,,,,,,
2017-12-16,9.17,0,50,32,16.1,25.9,,,,,,,
2017-12-17,4.25,0.04,43,38,8.1,13,,,,,,,
2017-12-18,6.93,0,47,41,12.1,19.9,1,,,,,,
2017-12-19,6.49,0,48,40,14.1,21,1,,,,1,,
2017-12-20,5.59,0,46,31,13,15,,,,,,,
2017-12-21,5.37,0,50,28,13,18.1,1,,,,1,,
2017-12-22,6.49,0.03,53,39,12.1,16.1,1,,,,,,
2017-12-23,7.61,0.5,39,30,15,19.9,1,,,,,,
2017-12-24,9.17,0.06,32,19,30,38.9,1,,,,1,,
2017-12-25,10.96,0,22,16,21,28,,,,,,,
2017-12-26,8.05,0,19,2,14.1,17,,,,,,,
2017-12-27,7.61,0,9,-1,14.1,17,,,,,,,
2017-12-28,5.37,0,18,3,15,19.9,,,,,,,
2017-12-29,5.59,0.12,19,15,17,23,1,1,,,1,,
2017-12-30,10.29,0,17,0,21.9,29.1,,,,,1,,
2017-12-31,7.16,0.03,9,0,12.1,14.1,,,,,,,
