"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WSF5","WT01","WT02","WT03","WT04","WT08"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-15","3.36","0.88","0.0","0.0",,"96","74","36.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-16","4.92","0.00","0.0","0.0",,"94","73","16.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-17","4.47","0.76","0.0","0.0",,"89","75","23.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-18","4.47","0.00","0.0","0.0",,"90","75","16.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-19","3.58","0.00","0.0","0.0",,"95","75","19.0",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-20","3.80","1.46","0.0","0.0",,"98","76","27.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-21","5.14","0.00","0.0","0.0",,"95","76","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-22","5.82","0.60","0.0","0.0",,"94","77","19.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-23","8.72","0.01","0.0","0.0",,"95","78","23.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-24","8.05","0.00","0.0","0.0",,"96","77","23.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-25","8.72","0.00","0.0","0.0",,"93","79","21.9",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-26","6.71","0.00","0.0","0.0",,"97","77","23.0",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-27","6.49","0.00","0.0","0.0",,"97","75","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-28","6.26","0.00","0.0","0.0",,"99","76","23.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-29","6.71","0.00","0.0","0.0",,"100","77","21.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-30","5.14","0.00","0.0","0.0",,"98","78","19.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-07-31","7.61","0.00","0.0","0.0",,"95","74","19.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-01","6.49","0.04","0.0","0.0",,"95","72","21.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-02","4.70","1.60","0.0","0.0",,"95","76","23.9","    1",,"    1",,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-03","4.92","0.00","0.0","0.0",,"93","76","15.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-04","4.25","0.00","0.0","0.0",,"96","76","23.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-05","5.37","1.81","0.0","0.0",,"91","76","40.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-06","9.84","0.08","0.0","0.0",,"93","79","33.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-07","4.92","0.25","0.0","0.0",,"88","76","33.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-08","5.59","3.18","0.0","0.0",,"88","74","19.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-09","3.58","0.00","0.0","0.0",,"94","76","17.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-10","4.92","0.00","0.0","0.0",,"96","77","23.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-11","5.37","0.24","0.0","0.0",,"95","78","25.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-12","7.61","0.00","0.0","0.0",,"97","79","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-13","8.95","0.00","0.0","0.0",,"97","79","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-14","9.84","0.00","0.0","0.0",,"96","79","23.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-15","8.50","0.00","0.0","0.0",,"96","79","25.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-16","10.51","0.00","0.0","0.0",,"96","79","25.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-17","7.83","0.00","0.0","0.0",,"98","79","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-18","5.82","0.00","0.0","0.0",,"98","77","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-19","4.92","0.00","0.0","0.0",,"99","76","23.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-20","5.37","0.00","0.0","0.0",,"99","75","25.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-21","5.59","0.00","0.0","0.0",,"95","76","19.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-22","3.80","0.00","0.0","0.0",,"98","74","23.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-23","4.92","0.00","0.0","0.0",,"95","74","18.1",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-24","7.38","0.12","0.0","0.0",,"95","76","25.9",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-25","16.11","2.23","0.0","0.0",,"81","75","40.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-26","18.12","5.73","0.0","0.0",,"86","78","57.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-27","10.51","6.75","0.0","0.0",,"99","74","29.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-28","22.15","7.13","0.0","0.0",,,"72","48.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-29","19.91","0.83","0.0","0.0",,"78","73","40.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-30","11.63","0.00","0.0","0.0",,"89","73","36.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-08-31","6.49","0.00","0.0","0.0",,"92","72","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-01","4.70","0.00","0.0","0.0",,"93","74","17.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-02","2.68","0.00","0.0","0.0",,"93","73","17.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-03","3.80","0.00","0.0","0.0",,"92","73","19.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-04","4.92","0.00","0.0","0.0",,"91","72","17.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-05","2.91","0.00","0.0","0.0",,"93","73","19.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-06","9.17","0.02","0.0","0.0",,"85","63","27.1",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-07","6.49","0.00","0.0","0.0",,"85","63","25.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-08","4.92","0.00","0.0","0.0",,"87","63","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-09","8.50","0.00","0.0","0.0",,"87","63","21.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-10","10.29","0.00","0.0","0.0",,"87","66","23.0",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-11","7.61","0.00","0.0","0.0",,"85","63","25.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-12","4.25","0.00","0.0","0.0",,"89","59","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-13","5.37","0.00","0.0","0.0",,"89","67","15.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-14","6.93","0.00","0.0","0.0",,"94","67","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-15","7.83","0.00","0.0","0.0",,"94","72","19.9",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-16","4.70","0.00","0.0","0.0",,"95","70","19.0","    1",,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-17","4.03","0.00","0.0","0.0",,"96","69","21.0",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-18","5.82","0.41","0.0","0.0",,"94","76","28.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-19","6.49","0.00","0.0","0.0",,"94","75","21.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-20","8.28","0.00","0.0","0.0",,"95","75","23.9",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-21","5.82","0.29","0.0","0.0",,"89","76","25.1",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-22","5.82","0.00","0.0","0.0",,"92","73","18.1",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-23","6.71","0.00","0.0",,,"93","72","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-24","7.61","0.00","0.0","0.0",,"93","74","19.9","    1",,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-25","6.26","0.09","0.0","0.0",,"93","77","21.9",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-26","5.37","0.00","0.0","0.0",,"93","73","19.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-27","3.80","0.00","0.0","0.0",,"94","75","16.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-28","3.80","0.79","0.0","0.0",,"94","75","27.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-29","8.05","0.00","0.0","0.0",,"93","75","21.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-09-30","6.71","0.00","0.0","0.0",,"90","68","17.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-01","4.92","0.00","0.0","0.0",,"93","68","15.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-02","7.16","0.00","0.0","0.0",,"90","71","19.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-03","8.50","0.09","0.0","0.0",,"90","78","23.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-04","7.38","0.10","0.0","0.0",,"91","73","19.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-05","5.82","0.00","0.0","0.0",,"90","68","18.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-06","4.03","0.00","0.0","0.0",,"89","67","16.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-07","4.92","0.00","0.0","0.0",,"91","67","15.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-08","4.25","0.00","0.0","0.0",,"95","70","17.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-09","7.38","0.00","0.0","0.0",,"96","71","19.9","    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-10","10.29","0.00","0.0","0.0",,"78","69","28.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-11","8.28","0.00","0.0","0.0",,"85","63","21.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-12","4.03","0.00","0.0","0.0",,"93","63","17.0","    1","    1",,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-13","3.58","0.00","0.0","0.0",,"93","69","15.0","    1","    1",,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-14","6.04","0.00","0.0","0.0",,"93","70","21.9","    1","    1",,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-15","9.62","0.00","0.0","0.0",,"91","68","29.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-16","12.75","0.00","0.0","0.0",,"79","60","35.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-17","5.37","0.00","0.0","0.0",,"81","52","16.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-18","4.70","0.00","0.0","0.0",,"85","49","16.1","    1",,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-19","5.82","0.01","0.0","0.0",,"86","63","19.0",,,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-20","8.05","0.26","0.0","0.0",,"82","70","21.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-21","7.83","0.13","0.0","0.0",,"89","71","27.1","    1",,"    1",,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-22","5.14","0.79","0.0","0.0",,"77","56","53.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-23","2.01","0.00","0.0","0.0",,"82","50","11.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-24","9.84","0.00","0.0","0.0",,"78","52","29.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-25","4.25","0.00","0.0","0.0",,"77","43","15.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-26","7.61","0.00","0.0","0.0",,"84","50","29.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-27","12.30","0.02","0.0","0.0",,"69","50","33.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-28","8.72","0.00","0.0","0.0",,"62","39","27.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-29","4.03","0.00","0.0","0.0",,"72","35","14.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-30","5.37","0.00","0.0","0.0",,"82","44","23.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-10-31","5.82","0.56",,,,"83","61","25.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-01","6.93","0.28","0.0","0.0",,"82","68","21.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-02","9.40","0.00","0.0","0.0",,"90","72","28.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-03","8.05","0.00","0.0","0.0",,"88","73","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-04","7.83","0.00","0.0","0.0",,"89","70","19.0","    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-05","11.18","0.00","0.0","0.0",,"90","74","28.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-06","9.17","0.00","0.0","0.0",,"90","72","23.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-07","6.26","0.00","0.0","0.0",,"89","67","19.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-08","11.18","0.07","0.0","0.0",,"67","54","21.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-09","10.51","0.09","0.0","0.0",,"67","51","19.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-10","6.71","0.00","0.0","0.0",,"70","48","16.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-11","8.50","0.00","0.0","0.0",,"78","61","18.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-12","5.59","0.00","0.0","0.0",,"83","62","14.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-13","4.70","0.00","0.0","0.0",,"80","59","15.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-14","6.26","0.00","0.0","0.0",,"81","59","16.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-15",,"0.00","0.0",,,"83","70",,,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-16","10.29","0.00","0.0","0.0",,"83","70","18.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-17","10.07","0.00","0.0","0.0",,"87","68","23.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-18","14.32","0.00","0.0","0.0",,"86","59","36.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-19","9.17","0.00","0.0","0.0",,"67","45","31.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-20","6.04","0.00","0.0","0.0",,"70","43",,,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-21","6.04","0.00","0.0","0.0",,"79","59","21.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-22","11.63","0.00","0.0","0.0",,"71","48","23.9",,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-23","3.80","0.00","0.0","0.0",,"67","40",,,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-24","4.03","0.00","0.0","0.0",,"75","40","14.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-25","4.92","0.00","0.0","0.0",,"83","50","17.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-26","4.03","0.00","0.0","0.0",,"78","53",,"    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-27","5.37","0.00","0.0","0.0",,"77","51",,,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-28","6.26","0.00","0.0","0.0",,"80","49","21.9","    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-29","3.80","0.00","0.0","0.0",,"76","52",,"    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-11-30","4.03","0.00","0.0","0.0",,"77","49","18.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-01","2.68","0.00","0.0","0.0",,"78","47","11.0","    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-02","4.03","0.00","0.0","0.0",,"79","48","16.1","    1","    1",,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-03","6.04","1.69","0.0","0.0",,"76","57","25.9","    1","    1","    1",,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-04","9.62","0.02","0.0","0.0",,"83","67","28.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-05","11.63","0.01","0.0","0.0",,"77","53","30.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-06","14.54","0.37","0.0","0.0",,"53","43","33.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-07","12.30","0.82","0.0","0.0",,"45","34","30.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-08","6.26","0.00","1.5",,,"45","30","28.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-09","3.36","0.00","0.0","0.0",,"62","29",,,,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-10","1.79","0.00","0.0","0.0",,"66","33","17.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-11","4.70","0.00","0.0","0.0",,"75","38","14.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-12","8.05","0.00","0.0","0.0",,"65","36","27.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-13","2.24","0.00","0.0","0.0",,"60","33","12.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-14","3.36","0.00","0.0","0.0",,"65","42","15.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-15","7.61","0.00",,"0.0",,"56","41","23.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-16","8.05","0.83",,"0.0",,"60","39","36.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-17","2.01","0.00","0.0","0.0",,"64","48","11.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-18","5.59","0.08","0.0","0.0",,"68","58","23.9","    1","    1",,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-19","10.07","0.13","0.0","0.0",,"82","67","29.1","    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-20","4.47","0.00","0.0","0.0",,"78","56","15.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-21","8.28","0.00","0.0","0.0",,"81","49","25.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-22","14.32","0.05",,"0.0",,"82","45","33.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-23","9.17","0.00","0.0","0.0",,"58","41","27.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-24","8.95","0.00","0.0","0.0",,"69","38","29.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-25","9.62","0.00","0.0","0.0",,"54","38","19.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-26","10.74","0.10",,"0.0",,"54","49","19.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-27","12.75","0.15",,,,"50","42","25.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-28","8.28","0.00",,,,"46","40","17.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-29","6.49","0.00",,,,"57","43","16.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-30","7.16","0.00",,,,"65","53","17.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-12-31","13.65","0.01",,,,"53","40","29.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2018-01-01","14.32","0.00","0.0","0.0",,"41","33","28.0",,,,,"    1"
