"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WSF5","WT01","WT02","WT03","WT04","WT08"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-23","13.65","0.00","0.0","0.0",,"86","65","30.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-24","16.33","0.13","0.0","0.0",,"82","69","36.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-25","6.71","0.06","0.0","0.0",,"81","63","23.9","    1",,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-26","10.96","0.00","0.0","0.0",,"86","68","29.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-27","9.62","0.00","0.0","0.0",,"87","70","25.1","    1",,,,"    1"
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-28","16.55","0.00","0.0","0.0",,"86","72","36.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-29","6.26","0.97","0.0","0.0",,"84","61","38.0","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-30","8.28","0.00","0.0","0.0",,"77","59","28.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-03-31","10.51","0.00","0.0","0.0",,"87","56","25.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-01","12.08","0.00","0.0","0.0",,"81","65","30.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-02","9.84","0.08","0.0","0.0",,"85","70","30.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-03","7.83","0.00","0.0","0.0",,"86","55","23.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-04","8.72","0.00","0.0","0.0",,"88","61","25.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-05","12.08","0.00","0.0","0.0",,"74","50","34.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-06","2.46","0.00","0.0","0.0",,"80","47","18.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-07","4.70","0.00","0.0","0.0",,"81","50","21.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-08","10.51","0.00","0.0","0.0",,"82","55","30.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-09","13.42","0.00","0.0","0.0",,"84","61","28.0",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-10","12.08","0.01","0.0","0.0",,"81","72","25.9",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-11","7.61","0.86","0.0","0.0",,"79","63","38.9","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-12","8.50","0.00","0.0","0.0",,"81","60","23.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-13","8.05","0.00","0.0","0.0",,"84","63","25.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-14","8.50","0.00","0.0","0.0",,"82","62","19.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-15","8.50","0.00","0.0","0.0",,"84","62","23.0","    1","    1",,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-16","9.62","0.00","0.0","0.0",,"87","69","23.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-17","7.61","0.18","0.0","0.0",,"85","66","23.0","    1","    1","    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-18","6.93","0.63","0.0","0.0",,"77","66","18.1","    1",,"    1",,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-19","9.62","0.00","0.0","0.0",,"85","69","27.1","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-20","8.50","0.00","0.0","0.0",,"87","69","21.9","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-21","10.51","0.00","0.0","0.0",,"88","69","30.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-22","10.96","0.00","0.0","0.0",,"83","60","34.0","    1",,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-23","11.18","0.00","0.0","0.0",,"74","53","27.1",,,,,
"USW00012977","HOUSTON SUGARLAND MEM, TX US","2017-04-24","5.14","0.00","0.0","0.0",,"81","50","23.0",,,,,
