"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT21","WT22"
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-20","8.50","0.00",,,"61","46","18.1","25.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-21","1.79","0.00",,,"66","41","10.1","15.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-22","1.34","0.00",,,"68","42","6.9","13.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-23","0.00","0.00",,,"71","44","6.9","12.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-24","1.34","0.00",,,"75","46","8.9","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-25","1.34","0.00",,,"77","49","8.1","15.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-26","2.68","0.00",,,"79","48","15.0","21.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-27","4.47","0.00",,,"80","51","19.9","25.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-28","4.25","0.01",,,"70","49","12.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-29","4.70","0.10",,,"62","41","14.1","21.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-30","1.34","0.00",,,"63","36","8.1","13.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-10-31","1.34","0.00",,,"64","42","8.1","13.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-01","1.79","0.00",,,"67","38","8.9","16.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-02","1.34","0.00",,,"68","38","6.9","13.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-03","2.68","0.06",,,"71","37","10.1","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-04","6.26","0.06",,,"63","50","16.1","29.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-05","4.70","0.00",,,"60","43","15.0","25.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-06","1.79","0.00",,,"70","42","8.9","14.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-07","1.12","0.00",,,"74","46","8.1","12.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-08","0.45","0.00",,,"74","48","6.9","8.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-09","0.67","0.00",,,"75","46","6.0","8.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-10","2.68","0.03",,,"65","45","10.1","16.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-11","3.58","0.00",,,"57","35","12.1","19.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-12","1.34","0.00",,,"67","31","8.9","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-13","0.89","0.00",,,"72","38","10.1","16.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-14","3.36","0.00",,,"80","50","14.1","19.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-15","3.36","0.00",,,"82","57","13.0","19.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-16","7.16","0.24",,,"80","67","17.0","28.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-17","3.80","0.14",,,"69","39","17.0","28.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-18","2.01","0.00",,,"55","33","10.1","16.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-19","0.89","0.00",,,"65","35","8.1","13.0",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-20","0.45","0.04",,,"66","51","4.9","6.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-21","2.01","0.00",,,"80","58","12.1","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-22","4.92","0.00",,,"80","56","16.1","23.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-23","8.05","0.89",,,"73","48","18.1","23.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-24","0.67","0.00",,,"67","40","8.1","13.0",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-25","0.22","0.00",,,"69","35","6.9","12.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-26","1.12","0.00",,,"71","40","10.1","14.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-27","2.68","0.00",,,"76","59","13.0","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-28","6.71","0.68",,,"74","47","18.1","25.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-29","5.82","0.01",,,"51","38","16.1","23.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-11-30","2.46","0.00",,,"57","34","12.1","17.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-01","0.45","0.00",,,"60","32","6.9","13.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-02","0.22","0.00",,,"65","31","6.0","10.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-03","1.79","0.00",,,"65","33","8.1","12.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-04","1.34","0.00",,,"70","42","6.9","12.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-05","0.45","0.00",,,"66","49","8.9","12.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-06","3.58","0.00",,,"76","56","14.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-07","11.18","0.18",,,"69","45","25.9","38.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-08","2.24","0.00",,,"56","34","10.1","16.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-09","0.89","0.00",,,"60","34","6.9","8.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-10","2.46","0.00",,,"57","40","10.1","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-11","4.92","0.00",,,"52","35","12.1","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-12","3.58","0.00",,,"58","43","12.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-13","0.67","0.00",,,"67","37","6.0","8.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-14","0.67","0.00",,,"70","41","6.0","8.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-15","2.68","0.00",,,"74","44","15.0","21.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-16","3.36","0.00",,,"77","51","14.1","21.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-17","2.01","0.00",,,"65","45","8.1","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-18","1.12","0.00",,,"57","36","8.9","14.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-19","1.12","0.00",,,"64","31","10.1","14.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-20","1.34","0.00",,,"69","42","14.1","17.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-21","4.70","0.12",,,"68","56","16.1","21.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-22","4.70","0.01",,,"77","56","16.1","21.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-23","4.47","0.00",,,"70","53","13.0","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-24","1.12","0.00",,,"61","42","8.9","15.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-25","0.67","0.17",,,"50","40","8.1","8.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-26","1.12","0.00",,,"58","36","8.9","12.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-27","10.51","0.72",,,"66","45","23.0","33.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-28","6.49","0.00",,,"56","35","18.1","25.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-29","2.01","0.00",,,"59","29","13.0","17.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-30","3.58","0.00",,,"67","33","13.0","17.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2011-12-31","3.58","0.00",,,"68","42","14.1","19.9","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-01","5.14","0.00",,,"73","36","21.0","29.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-02","7.61","0.00",,,"59","34","21.0","29.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-03","8.28","0.00",,,"40","26","19.9","25.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-04","3.36","0.00",,,"50","21","12.1","17.0",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-05","3.13","0.00",,,"61","32","10.1","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-06","2.24","0.00",,,"69","31","13.0","16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-07","4.03","0.00",,,"73","41","15.0","21.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-08","0.22","0.02",,"0.0","72","45","6.9","8.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-09","0.67","0.02",,,"61","52","6.9","8.9","    1","    1",,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-10","0.89","0.01",,,"61","52","6.0","8.9","    1","    1",,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-11","6.71","0.21",,,"64","52","21.0","29.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-12","8.72","0.00",,,"64","45","28.0","40.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-13","11.41","0.00",,,"45","31","28.0","42.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-14","6.04","0.00",,,"51","29","18.1","23.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-15","3.13","0.00",,,"54","31","12.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-16","2.46","0.00",,,"59","31","13.0","16.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-17","5.59","0.24",,"0.0","68","42","18.1","25.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-18","3.80","0.15",,,"60","38","12.1","18.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-19","1.57","0.00",,,"53","33","8.1","12.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-20","0.00","0.16",,,"56","35","4.9","10.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-21","4.25","0.97",,,"62","53","17.0","25.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-22","4.03","0.03",,,"57","40","12.1","21.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-23","1.12","0.06",,,"55","40","6.9","10.1","    1","    1",,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-24","2.24","0.00",,,"71","45","12.1","14.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-25","0.67","0.00",,,"68","38","8.1","12.1","    1","    1",,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-26","4.03","0.00",,,"76","47","14.1","18.1","    1","    1",,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-27","9.62","0.07",,,"68","45","21.9","30.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-28","2.68","0.00",,,"67","38","13.0","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-29","2.24","0.00",,"0.0","58","33","10.1","16.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-30","0.67","0.00",,"0.0","64","30","10.1","14.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-01-31","1.12","0.00",,,"68","33","10.1","14.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-01","2.01","0.00",,,"74","40","10.1","16.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-02","4.70","0.00",,,"74","51","14.1","21.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-03","2.24","0.00",,,"64","40","12.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-04","2.46","0.00",,,"73","51","14.1","21.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-05","6.04","0.00",,,"77","50","14.1","23.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-06","3.58","0.00",,,"50","44","8.9","15.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-07","0.89","0.00",,,"60","37","8.1","14.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-08","0.22","0.00",,,"63","34","10.1","15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-09","1.34","0.00",,,"55","33","12.1","16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-10","0.22","0.00",,,"59","32","6.0","8.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-11","9.62","0.00",,,"53","29","18.1","32.0",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-12","5.37","0.00",,,"47","25","16.1","25.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-13","2.24","0.00",,,"57","23","10.1","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-14","1.57","0.00",,,"58","43","12.1","16.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-15","2.24","0.00",,,"69","42","8.9","13.0","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-16","1.34","0.13",,,"64","49","8.1","14.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-17","0.67","0.00",,,"65","46","6.9","10.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-18","1.79","0.20",,,"68","41","8.9","14.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-19","4.70","0.88",,,"56","39","14.1","21.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-20","2.46","0.00",,,"57","35","12.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-21","2.01","0.00",,,"64","34","13.0","17.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-22","6.04","0.00",,,"75","43","17.0","25.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-23","9.40","0.25",,,"81","55","18.1","30.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-24","11.86","1.11",,,"73","53","23.9","35.1","    1","    1",,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-25","7.38","0.00",,,"57","40","19.9","29.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-26","2.24","0.00",,,"59","35","8.9","14.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-27","0.89","0.23",,,"55","45","4.9","8.9","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-02-29","4.03","0.06",,,"74","56","14.1","21.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-01","7.83","0.00",,,"80","62","17.0","25.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-02","6.71","0.21",,,"80","59","19.9","28.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-03","5.37","0.64",,,"72","57","30.0","38.0","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-04","7.38","0.35",,,"57","39","29.1","40.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-05","6.93","0.00",,,"63","36","25.9","36.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-06","2.68","0.00",,,"61","32","12.1","16.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-07","2.91","0.00",,,"72","46","12.1","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-08","4.03","0.00",,,"77","50","12.1","18.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-09","3.80","0.01",,,"67","47","14.1","18.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-10","4.03","0.00",,,"65","39","13.0","21.9",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-11","1.34","0.00",,,"70","42","8.1","13.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-12","2.91","0.00",,,"75","49","13.0","16.1",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-13","2.46","0.05",,,"76","58","14.1","21.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-14","0.67","0.00",,,"84","54","6.9","8.9","    1","    1",,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-15","1.57","0.00",,,"86","55","8.9","14.1","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-16","3.36","0.00",,,"86","59","14.1","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-17","1.34","0.00",,,"86","58","16.1","23.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-18","1.12","0.00",,,"82","57","8.9","16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-19","0.89","0.00",,,"88","57","8.9","13.0","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-20","1.12","0.00",,,"86","59","8.1","13.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-21","1.79","0.00",,,"83","60","14.1","23.9","    1","    1",,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-22","1.12","0.01",,,"84","61","15.0","21.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-23","1.34","0.07",,,"83","61","17.0","21.9","    1","    1",,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-24","4.70","2.05",,,"81","60","21.0","32.0","    1","    1","    1",,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-25","5.82","0.03",,,"70","53","13.0","21.9","    1",,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-26","3.36","0.00",,,"83","58","13.0","17.0",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-27","3.58","0.00",,,"72","54","10.1","18.1",,,,,,,,,,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-28","4.25","0.00",,,"82","51","19.9","25.9",,,,,,,,"    1",,,,,,,,,
"USW00053867","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","2012-03-29","4.25","0.00",,,"87","58","13.0","19.9",,,,,,,,,,,,,,,,,
