"STATION","NAME","DATE","AWND","PRCP","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-15","7.61","0.00","50","33","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-16","7.38","0.00","58","27","18.1","28.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-17","17.22","0.81","63","47","42.9","59.1","    1",,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-18","20.58","0.00","47","35","35.1","47.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-19","5.82","0.00","42","24","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-20","5.37","0.00","45","19","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-21","6.04","0.29","47","39","16.1","21.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-22","7.83","0.05","46","25","21.0","30.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-23","12.08","0.00","30","17","23.9","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-24","8.05","0.00","27","10","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-25","12.30","0.00","31","18","21.0","28.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-26","7.61","0.00","35","29","17.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-27","12.75","0.00","29","15","23.0","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-28","4.47","0.00","28","14","14.1","17.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-29","2.24","0.00","35","10","8.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-11-30","6.04","0.00","45","27","15.0","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-01","3.58","0.00","47","21","13.0","16.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-02","3.58","0.00","40","21","8.9","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-03","4.92","0.06","38","21","10.1","15.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-04","5.14","0.00","58","35","18.1","25.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-05","13.87","0.00","63","31","25.9","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-06","8.28","0.00","47","21","14.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-07","6.26","0.00","26","7","15.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-08","7.16","0.00","29","7","15.0","21.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-09","14.09","0.02","29","18","25.9","59.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-10","12.30","0.00","22","8","23.9","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-11","8.05","0.00","24","3","16.1","21.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-12","9.17","0.00","21","-6","23.9","29.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-13","6.04","0.00","29","20","16.1","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-14","10.74","0.10","24","19","17.0","23.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-15","11.63","0.00","25","15","25.1","32.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-16","3.13","0.05","21","-9","10.1","12.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-17","7.38","0.01","26","10","17.0","23.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-18","9.62","0.00","29","20","21.0","23.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-19","3.13","0.00","40","17","8.9","23.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-20","2.68","0.29","41","34","48.1","140.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-21","6.49","0.67","37","33","17.0","21.9","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-22","8.28","0.23","38","33","23.9","29.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-23","10.29","0.00","34","19","23.0","28.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-24","7.83","0.00","21","6","17.0","23.0",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-25","8.28","0.00","25","5","16.1","21.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-26","9.62","0.02","28","24","21.0","23.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-27","6.04","0.00","40","25","19.9","36.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-28","8.50","0.00","47","26","19.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-29","9.62","0.00","44","23","21.9","28.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-30","6.04","0.00","23","16","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2013-12-31","10.96","0.01","20","14","23.0","29.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-01","8.28","0.06","16","12","15.0","19.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-02","15.43","0.01","15","3","25.1","33.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-03","8.05","0.00","12","-10","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-04","10.51","0.00","30","10","19.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-05","7.38","0.32","31","19","23.9","31.1","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-06","18.34","0.00","19","-16","32.0","42.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-07","12.75","0.00","1","-15","23.0","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-08","3.36","0.00","16","-18","10.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-09","2.46","0.01","22","-16","8.9","13.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-10","4.70","0.32","38","22","13.0","17.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-11","11.63","0.14","41","34","25.1","36.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-12","11.63","0.00","35","32","19.9","25.1",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-13","8.72","0.00","43","32","14.1","17.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-14","9.40","0.00","37","18","30.0","38.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-15","12.30","0.00","30","17","25.9","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-16","12.30","0.02","27","19","19.9","25.1","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-17","8.50","0.01","30","16","18.1","21.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-18","5.59","0.00","18","3","14.1","17.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-19","11.86","0.00","28","12","29.1","36.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-20","8.95","0.00","31","12","18.1","23.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-21","9.62","0.00","12","-15","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-22","5.82","0.00","10","-18","15.0","18.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-23","6.71","0.00","14","-12","17.0","21.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-24","14.54","0.00","17","-13","29.1","40.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-25","13.42","0.00","26","-3","23.9","32.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-26","8.72","0.02","28","-7","25.1","30.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-27","12.53","0.01","23","-11","23.0","32.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-28","9.40","0.00","6","-16","19.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-29","11.86","0.00","16","-6","25.1","30.0",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-30","13.42","0.00","27","6","25.1","35.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-01-31","6.26","0.00","32","25","14.1","17.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-01","5.37","0.58","34","25","13.0","15.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-02","6.26","0.00","25","18","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-03","2.68","0.00","22","-7","8.9","10.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-04","3.58","0.00","24","-7","14.1","18.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-05","12.30","0.04","26","2","21.9","29.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-06","8.95","0.00","19","-7","23.0","28.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-07","9.40","0.00","12","-4","19.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-08","4.70","0.01","16","-3","10.1","13.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-09","5.37","0.05","22","11","17.0","21.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-10","7.61","0.00","21","-8","14.1","17.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-11","4.47","0.00","14","-14","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-12","2.24","0.00","17","-20","10.1","13.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-13","4.70","0.00","29","-2","10.1","13.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-14","8.95","0.00","28","20","19.9","23.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-15","7.16","0.00","22","-4","16.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-16","4.47","0.02","26","-3","14.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-17","6.93","0.20","22","-12","19.9","28.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-18","10.74","0.00","38","20","21.9","30.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-19","7.61","0.00","43","18","19.9","25.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-20","7.38","0.78","44","22","18.1","25.9","    1","    1","    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-21","21.25","0.00","44","30","36.0","48.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-22","14.32","0.00","36","26","25.9","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-23","11.18","0.00","31","15","23.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-24","13.65","0.00","25","17","23.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-25","10.29","0.00","22","4","21.0","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-26","12.08","0.00","15","-4","23.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-27","12.08","0.00","14","-11","25.1","36.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-02-28","5.14","0.00","17","-17","16.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-01","4.25","0.09","29","15","13.0","17.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-02","6.49","0.04","18","-1","14.1","16.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-03","5.37","0.00","14","-12","14.1","18.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-04","2.01","0.00","18","-11","8.9","12.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-05","6.93","0.00","24","12","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-06",,,"27","9","12.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-07","4.25","0.00","42","1","12.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-08","7.61","0.11","38","19","13.0","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-09","10.07","0.00","35","11","21.0","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-10","10.51","0.00","46","34","19.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-11","5.82","0.10","51","35","14.1","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-12","14.99","0.18","38","8","31.1","40.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-13","6.93","0.00","21","1","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-14","14.09","0.00","48","10","25.9","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-15","12.30","0.00","39","26","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-16","11.63","0.00","26","10","19.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-17","7.16","0.00","31","8","15.0","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-18","6.71","0.00","44","19","15.0","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-19","10.96","0.11","48","34","28.0","36.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-20","12.97","0.00","39","24","23.9","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-21","5.82","0.00","41","19","16.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-22","10.96","0.10","41","27","21.9","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-23","10.51","0.00","28","15","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-24","7.61","0.00","32","14","21.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-25","10.51","0.00","34","13","23.9","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-26","5.37","0.00","32","5","14.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-27","9.84","0.03","44","26","21.9","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-28","13.87","0.00","50","38","31.1","38.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-29","11.18","0.00","38","32","21.0","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-30","6.93","0.00","51","26","16.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-03-31","6.71","0.00","57","25","15.0","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-01","14.54","0.01","61","36","35.1","46.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-02","5.82","0.00","56","32","14.1","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-03","11.41","0.31","40","33","23.9","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-04","12.30","0.13","49","34","33.1","42.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-05","12.08","0.01","49","25","25.1","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-06","2.91","0.00","54","20","13.0","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-07","7.83","0.42","54","30","17.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-08","9.62","0.04","62","38","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-09","8.95","0.00","58","35","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-10","13.42","0.00","70","41","29.1","38.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-11","4.70","0.00","67","30","23.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-12","5.82","0.07","71","35","21.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-13","11.41","0.00","78","50","25.1","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-14","17.67","0.08","69","30","38.9","55.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-15","12.53","0.08","34","23","23.0","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-16","6.04","0.00","42","15","17.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-17","8.95","0.00","67","31","21.0","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-18","5.82","0.00","65","41","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-19","8.05","0.00","57","32","15.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-20","4.92","0.00","73","28","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-21","6.71","0.01","79","35","25.1","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-22","14.09","0.02","60","39","23.9","35.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-23","9.17","0.00","57","36","17.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-24","8.95","0.00","55","41","17.0","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-25","7.38","0.32","56","36","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-26","9.62","0.00","59","31","21.9","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-27","9.84","0.00","55","30","21.0","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-28","15.21","0.01","52","44","25.1","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-29","9.84","0.59","76","47","30.0","38.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-04-30","8.72","0.02","70","51","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-01","13.87","0.01","55","39","25.9","35.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-02","12.30","0.00","56","45","21.0","27.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-03","12.97","0.03","61","45","31.1","40.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-04","8.50","0.00","58","34","25.9","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-05","4.03","0.09","53","34","14.1","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-06","7.38","0.00","62","31","14.1","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-07","10.07","0.30","66","45","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-08","7.16","0.00","86","45","16.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-09","10.51","0.15","78","58","25.9","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-10","9.40","0.00","72","43","23.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-11","4.92","0.00","79","39","14.1","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-12","6.49","0.48","76","54","25.1","45.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-13","8.72","0.21","85","60","36.9","57.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-14","6.93","0.17","62","49","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-15","9.84","0.15","60","41","21.9","27.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-16","6.93","0.00","55","34","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-17","6.49","0.00","55","34","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-18","6.71","0.00","67","30","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-19","5.82","0.01","70","36","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-20","6.71","0.09","78","52","16.1","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-21","8.28","0.01","82","56","25.9","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-22","11.18","0.00","72","54","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-23","7.83","0.00","70","49","16.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-24","2.91","0.00","77","43","10.1","13.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-25","3.80","0.00","80","48","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-26","6.04","0.00","84","49","19.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-27","8.50","0.03","86","65","23.0","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-28","5.59","0.00","69","59","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-29","4.70","0.00","76","52","13.0","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-30","2.46","0.00","80","46","8.9","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-05-31","4.92","0.00","80","48","14.1","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-01","4.92","0.00","84","45","15.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-02","9.17","0.29","83","57","25.9","36.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-03","11.86","0.05","80","51","28.0","35.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-04","2.46","0.25","65","49","8.9","13.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-05","5.82","0.00","75","50","16.1","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-06","2.91","0.00","79","41","10.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-07","4.03","0.00","81","45","14.1","19.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2014-06-08","6.93","0.21","79","60","16.1","23.9",,,,,
