DATE,Average Wind Speed,PRCP,TMAX,TMIN,Fastest 2 minute wind speed,Fastest 5 second wind speed,Fog/Ice,Heavy/Freezing Fog,Thunder,Smoke/Haze,Power Outage
2010-10-25,8.72,0,72,58,16.1,23.9,,,,,
2010-10-24,6.71,0.01,73,51,18.1,25.1,,,,,
2010-10-23,5.14,0,67,40,16.1,21.9,,,,,
2010-10-22,4.92,0,57,24,15,21,,,,,
2010-10-21,8.28,0,52,30,21,25.9,1,1,,,
2010-10-20,10.51,0.21,66,27,32,40.9,1,,,1,
2010-10-19,5.82,0,59,27,16.1,21,,,,,
2010-10-18,2.46,0,57,41,8.9,12.1,,,,,
2010-10-17,6.49,0,65,38,15,29.1,,,,,
2010-10-16,4.47,0,64,31,15,32,1,,,,
2010-10-15,7.38,0,62,36,18.1,46.1,,,,,
2010-10-14,8.5,0,63,44,19.9,25.1,,,,,
2010-10-13,3.36,0.4,65,38,10.1,13,1,1,,,
2010-10-12,2.91,0,68,41,8.9,12.1,1,1,,,
2010-10-11,4.25,0,80,46,15,19.9,,,,,
2010-10-10,4.7,0,83,45,18.1,23,1,1,,,
2010-10-09,2.91,0,75,44,10.1,14.1,1,,,,
2010-10-08,5.37,0,78,34,18.1,21.9,1,,,,
2010-10-07,8.5,0,71,43,18.1,23.9,1,,,1,
2010-10-06,7.38,0,70,45,15,18.1,,,,,
2010-10-05,5.59,0,65,38,14.1,31.1,,,,,
2010-10-04,7.61,0,60,41,16.1,33.1,,,,,
2010-10-03,12.08,0,57,41,21.9,31.1,,,,,
2010-10-02,9.4,0.23,54,45,19.9,25.1,1,,,,
2010-10-01,5.82,0,67,40,16.1,23,,,,,
2010-09-30,8.5,0,73,40,19.9,25.9,1,1,,,
2010-09-29,2.91,0.01,71,39,14.1,32,1,1,,,
2010-09-28,6.49,0.42,58,48,14.1,42.9,1,,,,
2010-09-27,7.16,0.08,61,49,14.1,17,1,,,,
2010-09-26,6.93,0,57,44,15,18.1,,,,,
2010-09-25,10.51,0,63,52,23,29.1,,,,,
2010-09-24,16.11,0,82,58,35.1,46.1,,,,,
2010-09-23,6.26,0,88,60,18.1,25.1,1,,,1,
2010-09-22,5.37,0.46,77,64,19.9,42.9,1,,1,1,1
2010-09-21,7.61,0,88,56,23,30,,,,,1
2010-09-20,5.82,0,67,57,12.1,15,,,,,
2010-09-19,2.91,0,71,56,8.9,12.1,,,,,
2010-09-18,4.7,0.03,71,46,13,17,1,,1,,
2010-09-17,3.8,0,65,45,13,15,1,,,,
2010-09-16,9.62,1.01,75,55,18.1,23,1,,1,1,
2010-09-15,5.14,0,72,44,10.1,14.1,,,,,
2010-09-14,6.49,0,73,43,17,21.9,,,,,
2010-09-13,8.72,0,81,45,25.1,32,,,,,
2010-09-12,7.16,0.01,76,49,21.9,28,1,,,,
2010-09-11,2.91,0.21,66,45,13,17,1,,,,
2010-09-10,3.13,0,68,38,8.9,14.1,1,1,,,
2010-09-09,6.93,0,70,42,15,21,1,,,,
2010-09-08,12.08,0,68,53,25.9,40,,,,,
2010-09-07,16.33,0,86,61,36,46.1,,,,,
2010-09-06,4.25,0.04,73,53,15,21,1,,,,
2010-09-05,5.82,0,73,37,19.9,28,,,,,
2010-09-04,13.42,0,67,45,28,35.1,1,,,1,
2010-09-03,15.43,0.02,76,57,25.9,36,1,,,,
2010-09-02,4.92,0.21,78,68,13,15,1,1,1,,
2010-09-01,7.61,0.01,90,64,57.9,83,1,,,1,
2010-08-31,5.37,0,90,65,18.1,76.1,1,,,1,
2010-08-30,2.68,0,92,61,12.1,14.1,1,1,,1,
2010-08-29,2.91,0,91,51,13,23,1,1,,,
2010-08-28,3.36,0,83,49,12.1,17,1,,,,
2010-08-27,2.91,0,79,45,12.1,21,1,1,,,
2010-08-26,4.92,0,74,50,13,38,,,,,
2010-08-25,8.28,0,79,62,18.1,23,1,,,1,
2010-08-24,2.91,0,78,61,31.1,84.1,1,,,,
2010-08-23,7.38,0,76,65,15,19.9,,,,,1
2010-08-22,8.28,0,82,65,16.1,21.9,1,,,,1
2010-08-21,2.24,0.32,74,62,8.9,19.9,1,1,,1,1
2010-08-20,5.37,0,86,63,14.1,18.1,1,,,,1
2010-08-19,5.14,0,86,55,16.1,19.9,1,1,,1,1
2010-08-18,3.58,0.01,80,58,10.1,14.1,1,,,,
2010-08-17,6.93,0,83,52,18.1,23,,,,,
2010-08-16,9.84,0,80,53,23,29.1,,,,,
2010-08-15,6.93,0.01,89,60,32,85,1,1,,1,
2010-08-14,3.13,0,83,67,21.9,82.1,1,1,,1,
2010-08-13,4.7,0,86,66,32,68,1,1,,1,
2010-08-12,5.59,0.01,88,70,14.1,18.1,1,1,,1,
2010-08-11,3.8,1.25,83,64,25.9,38,1,,1,1,
2010-08-10,2.24,0.01,91,63,21.9,32,1,1,,,
2010-08-09,4.7,0.06,81,65,21.9,84.1,1,1,,1,
2010-08-08,6.71,0,84,59,30,82.1,1,,,1,
2010-08-07,3.58,0,81,50,40,85,1,1,,1,
2010-08-06,6.49,0,81,58,21,28,,,,,
2010-08-05,10.51,0.04,86,65,31.1,63.1,,,,,
2010-08-04,5.37,0,87,65,17,29.1,1,,,,
2010-08-03,4.25,0,83,68,38,84.1,,,,,
2010-08-02,3.13,0,86,59,17,30,,,,,
2010-08-01,2.46,0.01,82,61,29.1,42.9,,,,,
2010-07-31,2.01,0.03,76,62,30,162,,,,,
2010-07-30,2.91,0,83,56,14.1,32,,,,,
2010-07-29,6.71,0,80,60,17,55,,,,,
2010-07-28,6.71,0.43,90,63,25.1,32,,,1,,
2010-07-27,2.01,0.01,83,57,23.9,31.1,,,,,
2010-07-26,2.01,0,82,55,13,32,,,,,1
2010-07-25,6.04,0.97,82,60,23,36.9,,,1,,1
2010-07-24,7.38,0,93,71,16.1,21.9,1,,1,,1
2010-07-22,,0.09,82,54,28,30,1,,1,,
2010-07-21,7.38,0,89,61,18.1,23.9,1,,,,
2010-07-20,6.04,1.09,83,65,25.9,36.9,1,,1,,
2010-07-19,5.82,0.62,83,64,29.1,36,1,,1,,1
2010-07-18,6.49,0,88,58,28,38.9,,,1,,1
2010-07-17,9.17,0,89,59,21,25.9,,,,,1
2010-07-16,7.38,0,86,61,17,21.9,,,,,1
2010-07-15,5.82,0.11,90,65,36,59.1,1,,1,,1
2010-07-14,2.01,0,85,60,8.9,14.1,1,1,,1,
2010-07-13,2.46,0.89,82,64,19.9,23.9,1,1,1,1,
2010-07-12,5.14,0.09,83,66,13,19.9,1,,1,1,
2010-07-11,4.7,0.01,87,56,14.1,17,1,1,1,1,
2010-07-10,4.25,0,86,59,10.1,15,,,,1,
2010-07-09,5.37,0,83,61,15,21.9,1,,,1,
2010-07-08,3.36,0.19,90,66,23,25.9,1,1,1,1,
2010-07-07,3.36,0,93,66,13,17,1,,,1,
2010-07-06,4.92,0,90,61,17,21.9,1,1,,1,
2010-07-05,7.38,0,91,68,16.1,21.9,1,,,1,
2010-07-04,5.14,0,89,51,25.9,35.1,1,,,1,
2010-07-03,4.47,0,84,48,15,18.1,1,1,,1,
2010-07-02,2.68,0,79,44,23,30,1,1,,1,
2010-07-01,5.59,0,75,44,13,19.9,,,,1,
2010-06-30,6.49,0,72,43,17,23,,,,1,
2010-06-29,8.28,0,72,51,17,23,,,,1,
2010-06-28,9.84,0,83,67,23,29.1,1,,,1,
2010-06-27,5.59,0.29,83,61,30,49,1,1,1,1,
2010-06-26,3.8,0,85,55,13,16.1,1,,,1,
2010-06-25,3.13,0,80,51,10.1,55,1,,,1,
2010-06-24,10.29,0.01,80,63,21,28,1,,,1,
2010-06-23,7.83,0.79,86,61,23.9,32,1,,1,,
2010-06-22,8.05,0.8,85,65,23,32,1,,1,1,1
2010-06-21,4.7,0,81,57,12.1,21,1,,,1,1
2010-06-20,6.04,0,80,58,15,21.9,1,,,1,1
2010-06-19,8.5,0.01,84,61,19.9,23.9,1,,,1,1
2010-06-18,6.71,0.77,88,52,36,46.1,1,,1,1,1
2010-06-17,4.92,0,76,55,12.1,17,,,,1,
2010-06-16,13.87,0.09,80,67,25.1,36,1,,,,
2010-06-15,8.28,0,77,65,16.1,21.9,,,,,
2010-06-14,3.8,0.03,80,64,14.1,17,1,,,1,
2010-06-13,5.59,0,75,63,13,17,1,,,1,
2010-06-12,7.61,0.02,86,68,14.1,16.1,1,,,1,
2010-06-11,5.82,0,80,62,14.1,17,,,,,
2010-06-10,7.61,0,77,58,17,25.9,,,,,
2010-06-09,8.72,0.04,79,57,21,25.1,1,,,1,
2010-06-08,4.92,0.25,69,44,14.1,19.9,1,,,,
2010-06-07,5.59,0,70,48,14.1,19.9,1,,,1,
2010-06-06,6.71,0.01,78,57,21.9,29.1,1,,1,1,
2010-06-04,4.03,0.04,81,57,21.9,32,1,,1,1,
2010-06-03,4.92,0,77,58,14.1,18.1,1,1,,,
2010-06-02,5.59,0.48,74,55,31.1,40.9,1,,1,1,
2010-06-01,4.25,0,80,57,12.1,17,1,,,1,
2010-05-31,3.8,1.63,86,57,36,42.9,1,,1,1,
2010-05-30,2.68,0,86,52,8.9,16.1,1,1,,,
2010-05-29,4.92,0,85,56,14.1,17,,,,,
2010-05-28,5.82,0,85,58,15,21.9,,,,,
2010-05-27,5.82,0,85,60,15,35.1,1,,,,
2010-05-26,1.34,0,89,56,10.1,13,1,1,,,
2010-05-25,3.58,0,82,59,12.1,15,,,,,
2010-05-24,4.7,0,83,58,14.1,18.1,1,,,1,
2010-05-23,3.13,0.01,82,50,12.1,14.1,1,1,,,
2010-05-22,2.46,0.02,75,57,12.1,15,1,,,1,
2010-05-21,6.49,1.14,71,57,21,31.1,1,,1,,
2010-05-20,2.24,0,79,41,10.1,14.1,1,,,,
2010-05-19,4.47,0,74,39,13,17,1,1,,1,
2010-05-18,8.95,0.16,60,42,18.1,28,1,,,,
2010-05-17,10.07,0.31,63,47,17,23.9,1,,,,
2010-05-16,6.93,0,64,43,16.1,21.9,,,,,
2010-05-15,5.37,0,66,39,13,25.1,,,,,
2010-05-14,11.63,0.01,67,41,28,36,1,1,,,
2010-05-13,6.49,0.57,67,45,15,21,1,1,1,1,
2010-05-12,5.82,0,50,42,13,16.1,1,,,,
2010-05-11,10.74,1.07,47,43,21.9,30,1,,,,
2010-05-10,5.37,0,57,30,13,18.1,,,,,
2010-05-09,,0,,,16.1,21,,,,,
2010-05-08,,0.03,,,35.1,42.9,1,,,,
2010-05-07,7.61,0.96,60,48,19.9,25.1,1,,1,,
2010-05-06,7.61,0,65,44,18.1,29.1,,,,,
2010-05-05,9.4,0.03,77,47,21.9,29.1,,,1,,
2010-05-04,8.72,0.01,72,44,23.9,32,1,,,,
2010-05-03,9.17,0.02,74,49,23,32,,,1,,
2010-05-02,8.05,0.88,75,60,18.1,28,1,,1,,
2010-05-01,9.17,0.41,74,61,23.9,30,1,,1,,
2010-04-30,10.51,0,80,49,23,33.1,,,,,
2010-04-29,7.16,0,65,28,19.9,25.9,,,,,
2010-04-28,4.7,0,61,26,15,21.9,,,,,
2010-04-27,9.62,0,54,35,23,31.1,,,,,
2010-04-26,12.97,0.21,66,46,25.9,36,1,,,,
2010-04-25,11.41,0.42,54,46,19.9,28,1,1,,1,
2010-04-24,9.4,0.49,63,48,16.1,21.9,1,,,1,
2010-04-23,5.14,0,63,29,12.1,15,,,,,
2010-04-22,5.37,0,60,35,12.1,15,,,,,
2010-04-21,6.49,0,71,30,23.9,40.9,,,,,
2010-04-20,2.24,0,63,30,12.1,15,,,,,
2010-04-19,3.58,0,63,25,13,21,1,,,,
2010-04-18,5.82,0,52,29,13,21.9,,,,,
2010-04-17,12.97,0,47,37,23.9,32,,,,,
2010-04-16,16.11,0,68,43,32,44.1,,,,,
2010-04-15,8.05,0,83,38,23.9,32,,,,,
2010-04-14,6.71,0,66,43,21,44.1,,,,,
2010-04-13,8.28,0.18,55,42,16.1,21.9,,,,,
2010-04-12,4.92,0,62,29,13,16.1,,,,,
2010-04-11,4.7,0,66,41,18.1,23,,,,,
2010-04-10,8.95,0,69,22,25.1,35.1,,,,,
2010-04-09,11.41,0,48,30,21.9,29.1,,,,,
2010-04-08,15.43,0.02,57,34,29.1,38,1,,,,
2010-04-07,8.72,0.7,70,55,21,25.9,1,,1,,
2010-04-06,5.37,0.17,79,53,23.9,31.1,,,1,,
2010-04-05,7.83,0.1,74,45,18.1,23.9,,,1,1,
2010-04-04,7.38,0,71,27,21,33.1,1,1,,,
2010-04-03,10.51,0.02,75,41,36,47,1,,,,
2010-04-02,8.5,0,78,44,19.9,25.1,1,,,,
2010-04-01,8.5,0,78,41,21,25.9,,,,,
2010-03-31,6.93,0,72,26,21,25.9,1,,,1,
2010-03-30,2.01,0,57,20,10.1,17,1,,,1,
2010-03-29,8.5,0,46,28,17,23.9,1,,,,
2010-03-28,5.82,0.33,45,35,17,23,1,,,,
2010-03-27,6.26,0,48,22,16.1,23,,,,,
2010-03-26,8.5,0,41,21,21.9,25.9,,,,,
2010-03-25,7.16,0.13,47,28,18.1,23.9,1,,,,
2010-03-24,4.03,0,60,33,10.1,14.1,,,,,
2010-03-23,9.4,0,57,38,17,21.9,,,,,
2010-03-22,12.75,0.09,48,37,23,35.1,1,,,,
2010-03-21,8.28,0,52,32,15,31.1,,,,,
2010-03-20,10.51,0,48,32,16.1,19.9,,,,,
2010-03-19,8.5,0,66,32,21.9,29.1,1,,,,
2010-03-18,8.72,0,66,28,23,30,,,,,
2010-03-17,1.34,0,65,26,10.1,21,,,,,
2010-03-16,2.24,0,63,29,12.1,14.1,,,,,
2010-03-15,8.72,0,55,39,17,23,1,,,,
2010-03-14,10.07,0.06,41,36,17,23,1,,,,
2010-03-13,14.54,0.29,48,37,23,32,1,,,,
2010-03-12,7.61,0.16,56,45,18.1,29.1,1,,,1,
2010-03-11,7.38,0.32,63,38,17,23,1,,,1,
2010-03-10,4.7,0,55,40,29.1,84.1,1,,,1,
2010-03-09,3.13,0,56,24,8.9,14.1,1,,,1,
2010-03-08,3.58,0,53,19,12.1,16.1,1,,,,
2010-03-07,4.47,0,47,17,12.1,14.1,,,,,
2010-03-06,3.13,0,46,15,12.1,16.1,,,,,
2010-03-05,4.92,0,43,14,10.1,14.1,,,,,
2010-03-04,7.16,0,42,21,15,19.9,,,,,
2010-03-03,8.05,0,40,26,15,21.9,,,,,
2010-03-02,6.71,0,39,20,14.1,17,,,,,
2010-03-01,7.16,0,40,20,14.1,17,,,,,
2010-02-28,7.61,0,40,31,13,16.1,,,,,
2010-02-27,9.62,0.01,35,28,16.1,21.9,1,,,1,
2010-02-26,13.87,0.06,29,24,21.9,32,1,,,1,
2010-02-25,11.41,0,28,20,21.9,30,1,,,1,
2010-02-24,1.57,0.17,30,15,8.9,8.9,1,1,,1,
2010-02-23,4.92,0,34,12,14.1,19.9,1,1,,1,
2010-02-22,9.17,0.4,32,29,15,19.9,1,,,1,
2010-02-21,4.7,0.03,43,28,13,17,1,,,1,
2010-02-20,2.91,0,40,18,8.9,13,,,,,
2010-02-19,7.16,0,38,18,19.9,23,,,,,
2010-02-18,11.18,0,37,26,21,25.1,,,,,
2010-02-17,9.62,0,34,23,21,25.1,1,,,1,
2010-02-16,7.16,0.01,31,22,14.1,18.1,1,,,,
2010-02-15,5.14,0,30,24,12.1,14.1,,,,,
2010-02-14,10.29,0,32,25,18.1,21.9,,,,,
2010-02-13,7.83,0,29,16,15,21,1,,,,
2010-02-12,4.25,0,28,16,12.1,14.1,1,,,,
2010-02-11,8.72,0,28,14,18.1,21.9,,,,,
2010-02-10,10.96,0.06,26,22,23,30,1,,,1,
2010-02-09,8.5,0.17,26,18,19.9,28,1,,,,
2010-02-08,1.12,0,34,6,8.1,10.1,,,,,
2010-02-07,5.82,0,32,16,13,17,,,,1,
2010-02-06,14.32,0,30,19,23.9,32,,,,,
2010-02-05,10.29,0,31,26,23,32,,,,1,
2010-02-04,1.12,0,32,11,8.1,10.1,1,,,1,
2010-02-03,5.37,0,33,21,15,18.1,1,1,,1,
2010-02-02,3.36,0.03,30,14,10.1,13,1,,,1,
2010-02-01,2.91,0,27,2,12.1,14.1,,,,,
2010-01-31,9.84,0,29,4,23,28,,,,,
2010-01-30,4.47,0,21,5,12.1,17,,,,,
2010-01-29,5.14,0,20,2,8.9,13,,,,,
2010-01-28,14.54,0,25,6,25.1,36,,,,,
2010-01-27,14.09,0,27,16,23,29.1,1,,,,
2010-01-26,14.99,0,29,22,21.9,29.1,1,,,1,
2010-01-25,11.18,0.06,44,29,21.9,25.9,1,,,,
2010-01-24,8.95,0.23,47,35,16.1,21.9,1,,1,,
2010-01-23,6.93,0,37,32,13,16.1,,,,1,
2010-01-22,6.71,0,37,29,13,19.9,,,,1,
2010-01-21,9.84,0,35,19,18.1,25.9,,,,,
2010-01-20,7.61,0,31,22,13,17,,,,,
2010-01-19,4.47,0,34,29,12.1,15,1,,,1,
2010-01-18,6.04,0,31,22,12.1,15,1,,,1,
2010-01-17,1.12,0,34,19,10.1,14.1,1,1,,1,
2010-01-16,6.93,0,33,27,13,17,1,,,1,
2010-01-15,5.37,0,37,31,16.1,21.9,1,,,1,
2010-01-14,9.4,0,37,22,16.1,21.9,,,,1,
2010-01-13,11.18,0,31,21,18.1,23,,,,,
2010-01-12,7.61,0,25,15,14.1,18.1,,,,,
2010-01-11,6.93,0.01,25,13,17,23,,,,1,
2010-01-10,8.28,0,26,-9,21.9,25.1,,,,,
2010-01-09,5.59,0,25,-3,10.1,15,,,,,
2010-01-08,10.29,0.02,23,17,18.1,25.1,1,,,,
2010-01-07,2.68,0.22,26,20,8.1,10.1,1,1,,,
2010-01-06,7.61,0,28,25,14.1,18.1,1,,,,
2010-01-05,8.5,0,28,22,15,21.9,1,,,1,
2010-01-04,9.4,0,25,19,16.1,21.9,,,,1,
2010-01-03,12.3,0,23,4,23,30,,,,,
2010-01-02,11.18,0,14,5,23.9,35.1,,,,,
2010-01-01,10.74,0,26,14,21.9,28,,,,,
