Date,Average Wind Speed,Precipitation,Max. Temperature,Min. Temperature,Wind speed Fastest 2 min,Fastest 5 second wind speed,Fog/Ice fog,Heavy freezing fog,Thunder,Glaze,Smoke/Haze,Blowing/Drifting Snow,Power Outage
5/22/14,6.26,0,75,59,17,21.9,1,,,,,,
5/23/14,4.92,0,73,51,15,19,,,,,,,
5/24/14,2.01,0,75,50,8.9,12.1,,,,,,,
5/25/14,2.68,0,79,56,12.1,14.1,,,,,,,
5/26/14,4.25,0,84,59,13,17,,,,,1,,
5/27/14,6.26,0,85,67,18.1,25.1,,,,,,,
5/28/14,5.59,0,84,64,16.1,21.9,,,,,,,
5/29/14,3.8,0.54,80,64,12.1,13,1,,1,,1,,
5/30/14,5.82,0,85,64,13,16.1,,,,,,,
5/31/14,5.82,0,84,61,17,21.9,,,,,,,
6/1/14,5.37,0,86,59,13,18.1,,,1,,,,
6/2/14,8.5,1.38,77,67,21.9,31.1,1,,1,,,,
6/3/14,7.16,0,84,68,18.1,23.9,1,,,,,,
6/4/14,7.83,0.77,79,61,23.9,31.1,1,,1,,,,
6/5/14,4.03,0,77,56,10.1,15,,,,,,,
6/6/14,1.79,0,80,54,8.9,13,,,,,1,,
6/7/14,5.82,0.16,80,56,15,21,,,,,,,
6/8/14,8.72,0.31,75,61,23,29.1,1,,,,1,,
6/9/14,5.37,0,76,59,13,19,,,,,,,
6/10/14,8.5,0.24,71,63,15,21.9,1,,,,1,,
6/11/14,6.93,0.36,76,65,16.1,21,1,,1,,,,
6/12/14,7.83,0.01,80,63,21.9,29.1,1,,1,,1,,
6/13/14,9.17,0,74,59,17,23,,,,,,,
6/14/14,4.7,0,75,48,13,17,,,,,,,
6/15/14,6.71,0,84,54,16.1,25.1,,,,,,,
6/16/14,5.82,0.01,84,70,13,18.1,1,,1,,,,
6/17/14,9.17,0,88,71,21.9,57,,,,,,,
6/18/14,5.82,0.71,88,69,25.1,35.1,1,,1,,,,
6/19/14,4.25,0.16,87,68,18.1,28,1,,1,,,,
6/20/14,4.92,0,84,69,14.1,19,,,1,,,,
6/21/14,4.47,0,86,68,10.1,13,,,,,,,
6/22/14,4.25,0,87,70,15,19,,,,,,,
6/23/14,6.26,0.14,88,68,19.9,30,1,,1,,,,
6/24/14,3.13,1.52,79,68,36.9,44.1,1,,1,,1,,
6/25/14,5.37,0,83,67,18.1,23,1,,,,,,
6/26/14,4.47,0.09,86,67,12.1,15,1,,,,1,,
6/27/14,4.03,0,87,68,13,16.1,,,1,,,,
6/28/14,5.82,0.12,83,72,17,25.1,1,,,,1,,
6/29/14,6.93,0,82,71,14.1,19.9,,,,,,,
6/30/14,6.49,0.08,85,68,17,25.1,1,,1,,1,,1
7/1/14,7.83,0.07,85,66,28,38.9,1,,1,,,,1
7/2/14,9.4,0,78,63,18.1,23,,,,,,,1
7/3/14,8.05,0.03,72,60,15,25.1,1,,,,,,
7/4/14,4.47,0,78,53,14.1,18.1,,,,,,,
7/5/14,3.36,0,79,55,12.1,17,1,,,,1,,
7/6/14,7.16,0.04,82,63,17,25.1,,,,,,,
7/7/14,7.61,0,79,70,16.1,23,,,1,,,,
7/8/14,10.07,0.4,81,69,23,36,1,,1,,,,
7/9/14,7.83,0,80,64,17,21.9,,,,,,,
7/10/14,5.59,0,79,62,13,19,,,,,,,
7/11/14,2.46,0,82,58,10.1,15,,,,,,,
7/12/14,5.59,0.07,79,67,16.1,21.9,1,,,,1,,
7/13/14,7.61,0,83,72,21,28,,,,,,,
7/14/14,5.82,0.59,84,66,32,44.1,1,,1,,,,
7/15/14,10.51,0,70,56,19.9,23.9,,,,,,,
7/16/14,5.82,0,72,54,13,16.1,,,,,,,
7/17/14,2.91,0,76,53,10.1,13,,,,,,,
7/18/14,4.7,0,77,55,14.1,19.9,,,,,,,
7/19/14,2.91,0,76,56,10.1,15,1,,,,,,
7/20/14,2.24,0,81,59,8.1,11,1,,,,,,
7/21/14,2.01,0,85,60,8.1,11,1,,,,,,
7/22/14,4.03,0,87,65,13,19,1,1,,,1,,
7/23/14,6.71,1.09,76,61,23,27.1,1,1,1,,1,,
7/24/14,5.82,0,76,57,15,18.1,,,,,,,
7/25/14,3.13,0,75,55,12.1,16.1,1,1,,,,,
7/26/14,5.82,0.32,82,66,21,30,1,,1,,1,,
7/27/14,9.62,0.03,83,67,28,34,1,,1,,,,
7/28/14,12.3,0,72,56,21.9,25.9,,,,,,,
7/29/14,4.7,0.37,75,55,28,34,1,,1,,,,
7/30/14,4.47,0.08,78,58,21,27.1,1,,1,,,,
7/31/14,3.13,0,80,60,12.1,17,,,,,,,
8/1/14,2.91,0.02,81,60,15,18.1,1,,1,,1,,
8/2/14,5.59,0,81,63,13,16.1,,,,,,,
8/3/14,3.8,0,83,63,12.1,15,1,,,,1,,
8/4/14,2.68,0,83,62,12.1,16.1,1,,1,,1,,
8/5/14,2.01,0,81,65,8.1,44.1,1,,,,1,,
8/6/14,4.25,0,78,65,10.1,14.1,1,,,,1,,
8/7/14,6.26,0,78,63,14.1,17,,,,,,,
8/8/14,7.61,0,76,66,17,23,,,,,,,
8/9/14,6.93,0,82,67,15,19.9,,,,,,,
8/10/14,4.47,0.01,82,70,10.1,15,1,,1,,1,,
8/11/14,6.49,0.03,82,69,23,29.1,1,,,,1,,
8/12/14,10.74,0.01,70,60,21.9,27.1,1,,,,,,
8/13/14,5.82,0,79,57,14.1,21,,,,,,,
8/14/14,7.38,0,80,57,15,19,,,,,,,
8/15/14,2.46,0,77,47,8.9,11,,,,,,,
8/16/14,4.25,0.1,75,57,10.1,15,1,,,,,,
8/17/14,4.92,0.02,79,66,13,25.9,1,,,,1,,
8/18/14,3.8,0,85,65,8.9,13,1,,,,1,,
8/19/14,4.47,0.47,85,64,32,45,1,,1,,1,,
8/20/14,3.8,0,82,64,29.1,36,1,,1,,,,
8/21/14,4.03,1.54,86,69,19.9,34,1,,1,,1,,
8/22/14,3.8,0.04,86,72,14.1,18.1,1,,,,,,
8/23/14,2.91,0.89,89,69,31.1,40.9,1,,1,,,,
8/24/14,3.13,0,88,72,12.1,29.1,1,,,,1,,
8/25/14,3.58,0.05,91,71,17,21,1,,1,,1,,
8/26/14,2.01,0,91,69,29.1,36.9,1,,1,,1,,
8/27/14,4.25,0,87,71,12.1,16.1,,,,,,,
8/28/14,4.92,0,83,66,10.1,14.1,,,,,,,
8/29/14,6.71,0,87,68,13,21,,,,,,,
8/30/14,7.61,0,79,71,16.1,21.9,,,,,,,
8/31/14,5.59,0.04,82,70,14.1,23,1,,,,,,
9/1/14,8.28,0.02,82,71,19.9,27.1,1,,,,,,
9/2/14,4.92,0.5,79,66,15,19,1,,1,,,,
9/3/14,3.58,0,84,66,8.9,12.1,,,,,,,
9/4/14,3.8,0,88,65,13,18.1,1,,,,1,,
9/5/14,7.38,0.08,90,70,23,30,1,,1,,,,
9/6/14,7.61,0.02,73,59,15,23,1,,,,,,
9/7/14,3.58,0,76,55,12.1,14.1,,,,,,,
9/8/14,2.01,0,79,54,8.9,13,,,,,,,
9/9/14,3.58,0,81,56,12.1,18.1,1,,,,,,
9/10/14,9.17,2.21,81,68,23,33.1,1,,1,,1,,
9/11/14,10.29,0,72,56,18.1,23,1,,,,,,
9/12/14,7.38,0,62,53,13,18.1,1,,,,,,
9/13/14,8.28,0,63,47,17,23.9,1,,,,,,
9/14/14,2.24,0,69,45,8.1,12.1,,,,,,,
9/15/14,3.58,0.47,67,49,21.9,31.1,1,,1,,,,
9/16/14,4.25,0,67,51,13,19,1,,,,,,
9/17/14,2.24,0,67,46,8.1,13,1,1,,,,,
9/18/14,4.03,0,73,51,12.1,17,,,,,,,
9/19/14,4.47,0,73,50,16.1,21,,,,,,,
9/20/14,5.82,0.08,80,53,16.1,23,1,,1,,1,,
9/21/14,12.53,0.04,72,56,28,36.9,,,1,,,,
9/22/14,5.82,0,66,47,15,19.9,,,,,,,
9/23/14,2.46,0,72,47,10.1,14.1,,,,,,,
9/24/14,3.13,0,76,48,10.1,17,,,,,,,
9/25/14,1.12,0,79,50,6.9,10.1,1,,,,,,
9/26/14,2.01,0,83,52,8.9,13,,,,,,,
9/27/14,2.68,0,81,55,10.1,23,,,,,,,
9/28/14,0.89,0,83,57,6.9,10.1,,,,,,,
9/29/14,3.58,0,82,55,12.1,14.1,,,,,,,
9/30/14,6.04,0,71,51,14.1,18.1,1,,,,,,
10/1/14,4.47,0,76,47,8.9,,,,,,,,
10/2/14,7.16,0.28,81,59,15,29.1,1,,,,,,
10/3/14,14.54,0.49,74,46,30,36,1,,1,,1,,
10/4/14,10.51,0,49,41,25.9,36.9,,,,,,,
10/5/14,7.38,0,58,40,17,23,,,1,,,,
10/6/14,6.93,0.05,67,44,21,31.1,1,,,,,,
10/7/14,5.82,0.29,62,47,17,25.1,1,,,,,,
10/8/14,4.92,0,99,99,,,,,,,,,
10/9/14,,0.05,,,,,,,,,,,
10/10/14,5.37,0,55,48,10.1,14.1,,,,,,,
10/11/14,5.14,0,57,41,12.1,23.9,,,,,,,
10/12/14,5.82,0.12,63,41,14.1,17,1,,,,,,
10/13/14,9.17,0.34,76,59,21,32,1,,1,,,,
10/14/14,10.96,0.28,66,56,21,28,1,,,,,,
10/15/14,4.7,0,57,53,8.9,14.1,1,,,,,,
10/16/14,7.16,0,61,52,14.1,19.9,1,,,,,,
10/17/14,11.41,0,67,50,23.9,31.1,1,,,,,,
10/18/14,11.18,0.02,54,47,21,27.1,1,,,,,,
10/19/14,3.8,0,57,42,13,18.1,,,,,1,,
10/20/14,8.5,0.01,68,47,17,23,,,1,,,,
10/21/14,8.28,0.01,57,47,17,21.9,1,,,,1,,
10/22/14,3.8,0,58,38,8.9,14.1,,,,,,,
10/23/14,1.12,0,60,34,8.1,10.1,1,,,,,,
10/24/14,2.24,0,66,40,8.9,15,1,,,,,,
10/25/14,7.61,0,76,50,21,27.1,1,,,,,,
10/26/14,3.58,0,69,44,10.1,14.1,,,,,,,
10/27/14,8.72,0,82,48,21.9,32,,,,,,,
10/28/14,9.17,0.31,71,50,19.9,30,,,,,,,
10/29/14,8.95,0,52,43,18.1,23.9,,,,,,,
10/30/14,2.91,0,54,36,10.1,13,,,,,,,
10/31/14,15.21,0.19,48,34,31.1,42.9,1,,,,,,
11/1/14,11.18,0,43,30,25.1,34,,,,,,,
11/2/14,3.36,0,51,24,10.1,13,,,,,,,
11/3/14,9.17,0,66,43,19.9,28,,,,,,,
11/4/14,9.17,0.29,57,46,18.1,27.1,1,,,,,,
11/5/14,2.24,0,57,39,8.1,11,1,1,,,,,
11/6/14,13.42,0.1,48,39,25.9,34,1,,,,,,
11/7/14,5.59,0,46,35,16.1,21.9,,,,,,,
11/8/14,8.72,0,47,37,18.1,23.9,1,,,,1,,
11/9/14,5.14,0,50,30,15,19,,,,,,,
11/10/14,7.61,0,63,40,18.1,25.9,,,,,,,
11/11/14,11.41,0.09,60,34,23,30,1,,,,1,,
11/12/14,10.96,0,35,27,21,30,,,,,,,
11/13/14,11.41,0,27,22,18.1,23.9,1,,,,,,
11/14/14,7.38,0,31,18,14.1,18.1,,,,,,,
11/15/14,2.24,0,33,15,13,18.1,1,,,,,,
11/16/14,3.13,0.17,35,29,8.9,11,1,,,,,,
11/17/14,12.75,0,29,15,23,30,1,,,,,,
11/18/14,11.18,0,19,10,21,31.1,1,,,,1,,
11/19/14,12.97,0,37,14,29.1,38,,,,,,,
11/20/14,9.62,0,29,18,21,28,,,,,,,
11/21/14,6.49,0,33,12,13,16.1,,,,,,,
11/22/14,8.5,0.01,57,31,21,28,,,,,,,
11/23/14,7.61,1.77,55,46,15,23.9,1,,,,,,
11/24/14,13.2,0.27,58,36,25.9,40.9,1,,1,,1,,
11/25/14,8.95,0,36,26,18.1,32,,,,,,,
11/26/14,4.03,0,34,25,10.1,14.1,,,,,,,
11/27/14,10.96,0,31,24,21,25.1,1,,,,1,,
11/28/14,7.38,0,34,19,16.1,23.9,,,,,,,
11/29/14,10.51,0,57,31,21.9,29.1,,,,,,,
11/30/14,12.75,0.03,64,39,21.9,33.1,1,,,,,,
12/1/14,10.96,0.01,39,25,21.9,27.1,1,,,,,,
12/2/14,6.04,0,33,25,12.1,15,1,,,,1,,
12/3/14,6.26,0.01,42,29,16.1,21,1,,,,,,
12/4/14,4.25,0.04,35,27,8.9,,1,,,,,,
12/5/14,5.37,0.93,42,34,13,16.1,1,1,,,,,
12/6/14,10.96,0.28,41,29,23,29.1,1,,,,1,,
12/7/14,7.16,0,40,26,14.1,19,,,,,,,
12/8/14,6.26,0.02,41,32,12.1,17,1,,,,,,
12/9/14,10.51,0.01,40,32,18.1,29.1,1,,,,,,
12/10/14,8.72,0,35,31,16.1,19,,,,,,,
12/11/14,9.4,0,37,27,15,19.9,,,,,,,
12/12/14,5.82,0,34,24,14.1,18.1,1,,,,1,,
12/13/14,4.03,0,47,34,8.1,13,1,,,,1,,
12/14/14,5.59,0,48,42,12.1,18.1,1,,,,,,
12/15/14,8.5,0.02,45,41,17,21,1,,,,1,,
12/16/14,11.18,0.34,46,31,23,33.1,1,,,,,,
12/17/14,10.07,0.01,31,23,21,27.1,1,,,,,,
12/18/14,2.91,0,28,24,8.1,11,,,,,,,
12/19/14,2.01,0,30,21,8.1,10.1,,,,,,,
12/20/14,0.89,0,33,22,4.9,6,1,,,,,,
12/21/14,3.8,0,37,19,10.1,14.1,1,,,,1,,
12/22/14,6.93,0.03,47,26,14.1,18.1,1,,,,,,
12/23/14,5.37,0.17,55,44,12.1,15,1,,,,,,
12/24/14,10.29,0.44,44,35,19.9,27.1,1,,,,,,
12/25/14,7.83,0.02,41,34,17,23.9,,,,,,,
12/26/14,6.04,0,52,29,17,21.9,,,,,,,
12/27/14,7.83,0.15,47,34,17,23,1,,,,,,
12/28/14,5.82,0,34,22,14.1,19,,,,,,,
12/29/14,5.59,0,36,20,13,17,1,,,,,,
12/30/14,8.72,0,30,16,15,19,,,,,,,
12/31/14,8.28,0,24,11,14.1,19.9,,,,,,,
1/1/15,7.83,0,34,20,15,23,,,,,,,
1/2/15,4.7,0,39,26,10.1,13,1,,,,,,
1/3/15,5.37,0.81,51,34,15,19,1,,,,,,
1/4/15,15.21,0.01,45,13,28,34,1,,,,,,
1/5/15,9.17,0.1,15,5,21.9,27.1,1,,,,1,,
1/6/15,6.93,0.08,18,9,15,19.9,1,,,,1,,
1/7/15,16.78,0,12,-5,28,35.1,,,,,1,,
1/8/15,10.96,0,21,-7,21,33.1,,,,,,,
1/9/15,15.43,0,22,3,30,40.9,,,,,1,,
1/10/15,6.93,0,25,-3,15,21,,,,,,,
1/11/15,4.92,0.38,35,24,12.1,16.1,1,,,1,,,
1/12/15,8.5,0.18,32,18,19.9,25.9,1,,,,,,
1/13/15,7.61,0,22,8,15,18.1,,,,,1,,
1/14/15,3.13,0,20,3,8.9,11,1,,,,1,,
1/15/15,4.47,0,35,12,12.1,17,1,,,,,,
1/16/15,2.91,0,41,24,8.9,14.1,1,,,,,,
1/17/15,10.74,0,52,28,23.9,35.1,,,,,,,
1/18/15,8.5,0.01,43,26,21.9,29.1,,,,,,,
1/19/15,1.34,0,47,22,8.1,10.1,1,1,,,,,
1/20/15,5.14,0,50,32,15,21,1,,,,,,
1/21/15,9.17,0.01,43,32,23,31.1,1,,,,,,
1/22/15,4.47,0,33,30,12.1,16.1,1,,,,,,
1/23/15,2.91,0,36,26,13,15,,,,,,,
1/24/15,6.49,0,41,24,14.1,19,,,,,,,
1/25/15,7.38,0.05,37,22,18.1,29.1,1,,,,,,
1/26/15,5.82,0,28,18,19.9,25.9,,,,,,,
1/27/15,3.58,0.01,31,18,10.1,12.1,1,,,,,,
1/28/15,6.93,0,36,15,16.1,23.9,1,,,,1,,
1/29/15,13.42,0,45,32,25.1,35.1,1,,,,1,,
1/30/15,8.72,0,33,19,19.9,27.1,,,,,,,
1/31/15,4.25,0.11,38,16,13,17,1,,,1,,,
2/1/15,6.93,0.25,35,28,18.1,23.9,1,1,,1,1,,
2/2/15,11.41,0,27,15,23,28,1,,,,,,
2/3/15,7.61,0,35,13,17,23,,,,,,,
2/4/15,10.51,0.03,38,15,21.9,29.1,1,,,,,,
2/5/15,5.37,0,21,5,13,17,,,,,,,
2/6/15,4.92,0,36,10,13,17,,,,,,,
2/7/15,7.38,0,54,26,18.1,25.9,,,,,,,
2/8/15,9.17,0,56,34,19.9,29.1,1,,,,1,,
2/9/15,10.29,0,35,24,16.1,19,1,,,,,,
2/10/15,6.04,0,36,17,14.1,18.1,1,,,,,,
2/11/15,9.62,0,37,24,23.9,30,1,,,,1,,
2/12/15,15.21,0,26,13,23.9,32,1,,,,1,,
2/13/15,6.93,0,28,7,14.1,21.9,,,,,,,
2/14/15,17.45,0,29,6,36.9,49,,,,,1,,
2/15/15,8.72,0,18,4,16.1,19.9,,,,,,,
2/16/15,6.26,0.01,16,7,10.1,13,1,,,,1,,
2/17/15,7.16,0,25,2,15,23,1,,,,1,,
2/18/15,13.87,0.02,16,0,28,34,1,,,,1,,
2/19/15,10.96,0,8,-5,21.9,27.1,,,,,,,
2/20/15,7.38,0,17,-7,17,23,,,,,,,
2/21/15,2.91,0.27,33,15,12.1,12.1,1,,,,1,,
2/22/15,7.83,0,27,14,19.9,25.1,1,,,,1,,
2/23/15,5.82,0,15,-2,15,19.9,,,,,,,
2/24/15,7.61,0,25,-7,19.9,29.1,,,,,,,
2/25/15,4.92,0,33,12,13,18.1,,,,,,,
2/26/15,8.95,0,24,7,17,21,1,,,,1,,
2/27/15,6.04,0,16,1,14.1,16.1,,,,,,,
2/28/15,6.71,0.15,24,3,13,16.1,1,,,,,,
3/1/15,3.13,0.38,29,21,15,19,1,,,,,,
3/2/15,5.59,0,33,12,18.1,23,,,,,,,
3/3/15,8.5,0.4,41,25,17,23.9,1,,,1,1,,
3/4/15,10.51,0.02,35,18,19.9,25.1,1,,,,1,,
3/5/15,8.95,0,22,8,15,21.9,,,,,,,
3/6/15,6.71,0,31,1,17,21.9,,,,,,,
3/7/15,9.62,0,43,23,18.1,25.9,,,,,,,
3/8/15,2.46,0,49,26,8.9,12.1,,,,,,,
3/9/15,2.24,0,47,27,12.1,15,1,,,,,,
3/10/15,2.24,0,48,38,8.9,12.1,1,1,,,,,
3/11/15,3.58,0,64,32,17,21.9,1,1,,,1,,
3/12/15,7.61,0,58,30,18.1,23,1,,,,1,,
3/13/15,3.13,0.42,52,41,6.9,10.1,1,,,,,,
3/14/15,6.93,0.42,56,43,17,21.9,1,1,,,,,
3/15/15,4.7,0,64,32,12.1,17,1,,,,,,
3/16/15,9.4,0,73,50,16.1,21.9,,,,,,,
3/17/15,12.3,0,61,32,23,31.1,,,,,,,
3/18/15,3.58,0,46,27,12.1,16.1,,,,,,,
3/19/15,7.83,0.04,51,39,16.1,21,,,,,,,
3/20/15,3.36,0.06,47,39,12.1,14.1,1,,,,,,
3/21/15,7.38,0,60,35,16.1,21,1,,,,,,
3/22/15,7.83,0,50,34,15,21,,,,,,,
3/23/15,9.62,0.01,40,29,21,25.9,,,,,,,
3/24/15,9.17,0.04,44,25,15,19,,,,,,,
3/25/15,6.71,0.71,52,42,16.1,23.9,1,,1,,,,
3/26/15,9.62,0.49,45,33,18.1,23,1,,,,,,
3/27/15,11.18,0,33,21,21,27.1,,,,,,,
3/28/15,5.59,0,38,18,14.1,16.1,,,,,,,
3/29/15,8.95,0.08,50,24,21.9,31.1,,,,,,,
3/30/15,8.28,0,59,38,19.9,25.1,,,,,,,
3/31/15,11.18,0,60,39,21.9,30,,,,,,,
4/1/15,6.49,0,68,35,13,21,,,,,,,
4/2/15,8.05,0.39,71,52,21,32,1,,1,,,,
4/3/15,8.28,0.13,60,39,23,29.1,1,,,,,,
4/4/15,7.61,0,54,30,18.1,23,,,,,,,
4/5/15,7.16,0,63,37,19.9,25.1,,,,,,,
4/6/15,6.93,0,61,44,14.1,21,,,,,,,
4/7/15,3.8,0.16,66,53,10.1,14.1,1,,1,,1,,
4/8/15,6.71,1.49,72,52,23,33.1,1,,1,,,,
4/9/15,10.07,0.36,79,58,28,38.9,1,,1,,,,
4/10/15,14.54,0.03,70,44,28,42.1,,,1,,,,
4/11/15,2.91,0,61,35,10.1,12.1,,,,,,,
4/12/15,4.92,0,69,41,15,25.1,,,,,,,
4/13/15,9.17,0.03,71,54,21.9,32,1,,,,,,
4/14/15,6.93,0,63,48,15,21,,,,,,,
4/15/15,10.51,0.11,68,47,21.9,32,,,,,,,
4/16/15,4.92,0.21,66,52,15,19,1,1,1,,,,
4/17/15,2.01,0,75,46,8.1,13,1,1,,,,,
4/18/15,4.47,0,76,49,13,16.1,,,,,,,
4/19/15,7.16,1.3,65,55,18.1,29.1,1,,,,,,
4/20/15,12.08,0.14,58,45,28,38.9,1,,,,,,
4/21/15,12.3,0,60,42,28,40.9,,,,,,,
4/22/15,14.32,0.14,50,38,28,34,,,,,,,
4/23/15,9.4,0,55,36,21.9,27.1,,,,,,,
4/24/15,4.47,0,61,30,10.1,15,,,,,,,
4/25/15,10.51,0.57,56,44,18.1,25.9,1,,1,,,,
4/26/15,10.51,0,57,38,18.1,23,,,,,,,
4/27/15,10.29,0,56,37,18.1,25.1,,,,,,,
4/28/15,3.36,0,62,36,13,17,,,,,,,
4/29/15,4.92,0,65,42,14.1,16.1,,,,,,,
4/30/15,10.96,0,59,45,21.9,27.1,,,,,,,
5/1/15,7.16,0,70,41,14.1,19,,,,,,,
5/2/15,3.8,0,74,48,14.1,19.9,,,,,,,
5/3/15,4.92,0,78,51,16.1,21,,,,,,,
5/4/15,5.37,0.07,76,56,15,21,1,,1,,,,
5/5/15,4.03,0,83,60,15,21,1,,,,,,
5/6/15,2.24,0,84,56,8.9,13,,,,,,,
5/7/15,4.25,0,85,58,14.1,21,,,,,,,
5/8/15,5.59,0,84,61,19.9,23,,,,,,,
5/9/15,5.82,0.46,78,65,23,40.9,1,,1,,,,
5/10/15,5.82,0.14,82,64,19.9,30,1,,,,,,
5/11/15,7.38,0.06,76,61,21.9,30,1,,1,,,,
5/12/15,10.74,0,61,49,23.9,32,,,,,,,
5/13/15,6.93,0,66,45,14.1,18.1,,,,,,,
5/14/15,8.05,0,69,48,14.1,19.9,,,,,,,
5/15/15,6.93,0.15,81,60,21.9,32,1,,1,,,,
5/16/15,5.14,0.19,71,65,10.1,15,1,,,,,,
5/17/15,7.83,0,79,65,18.1,27.1,,,,,,,
5/18/15,7.61,0,79,62,15,19.9,,,,,,,
5/19/15,10.51,0,63,48,17,25.1,,,,,,,
5/20/15,7.16,0.03,51,42,14.1,18.1,,,,,,,
5/21/15,8.5,0,63,47,16.1,21,,,,,,,
5/22/15,5.14,0,75,45,14.1,17,,,,,,,
5/23/15,4.92,0,79,55,13,19,,,,,,,
5/24/15,7.61,0,84,56,16.1,25.1,,,,,,,
5/25/15,10.51,0.02,78,66,21.9,34,1,,,,,,
5/26/15,9.4,0,80,65,21.9,32,,,,,,,
5/27/15,7.83,0.06,82,63,16.1,25.9,1,,1,,,,
5/28/15,4.47,0,84,56,10.1,16.1,,,,,,,
5/29/15,6.71,0,83,64,16.1,21.9,1,,,,,,
5/30/15,5.82,0.54,83,66,23.9,36.9,1,,1,,1,,
5/31/15,8.5,0.02,67,54,15,19.9,1,,,,,,
6/1/15,8.05,0,62,51,13,19,,,,,,,
6/2/15,5.82,0,70,48,13,18.1,,,,,,,
6/3/15,2.24,0,72,49,10.1,14.1,1,,,,1,,
6/4/15,2.24,0,81,56,8.1,12.1,1,,,,,,
6/5/15,6.26,0,86,62,16.1,27.1,,,,,,,
6/6/15,5.59,0,74,60,14.1,23,,,,,,,
6/7/15,8.28,0,87,61,18.1,25.1,1,,1,,1,,
6/8/15,6.49,0.79,78,59,23,31.1,1,,1,,,,
6/9/15,3.36,0,81,57,13,17,1,,,,1,,
6/10/15,6.49,0,89,63,16.1,25.9,,,,,,,
6/11/15,5.37,0,90,70,14.1,19,,,,,,,
6/12/15,7.83,0.05,88,72,19.9,25.1,,,1,,,,
6/13/15,7.61,0.08,88,71,16.1,30,,,,,,,
6/14/15,7.61,0.04,86,72,17,25.9,,,,,,,
6/15/15,8.72,0.38,86,71,19.9,29.1,1,,1,,,,
6/16/15,5.14,0.51,82,70,14.1,23,1,,,,,,
6/17/15,4.7,0.26,79,71,16.1,27.1,1,,1,,,,
6/18/15,6.71,0.26,85,69,23,42.1,1,,1,,,,
6/19/15,5.37,0.81,79,68,13,19,1,,1,,,,
6/20/15,6.49,0,78,69,14.1,19,,,,,,,
6/21/15,5.59,0.22,82,65,33.1,46.1,1,,1,,,,
6/22/15,7.38,0,86,68,19.9,30,1,,,,,,
6/23/15,8.72,0,82,66,17,23,,,,,,,
6/24/15,2.91,0,79,62,8.9,13,,,,,,,
6/25/15,5.82,0.55,82,66,17,21,1,,1,,,,
6/26/15,4.25,1.07,76,65,16.1,21.9,1,,1,,,,
6/27/15,13.87,0.01,71,60,25.9,33.1,1,,,,,,
6/28/15,6.49,0,78,57,13,18.1,,,,,,,
6/29/15,5.14,0.13,76,63,12.1,16.1,1,,,,,,
6/30/15,6.93,0.01,81,64,16.1,21.9,1,,1,,,,
7/1/15,2.46,0,77,61,8.1,12.1,1,,,,,,
7/2/15,7.61,0,78,62,13,19.9,,,,,,,
7/3/15,6.04,0.46,75,61,13,19,1,,,,,,
7/4/15,2.91,0,80,61,8.1,10.1,1,,,,,,
7/5/15,1.79,0,81,62,12.1,21.9,1,,,,1,,
7/6/15,5.37,0,85,62,14.1,19,1,,,,,,
7/7/15,7.61,1.68,78,61,16.1,23,1,,1,,,,
7/8/15,3.13,0.47,69,58,12.1,19.9,1,,,,,,
7/9/15,7.38,0.04,73,65,18.1,25.1,1,,,,,,
7/10/15,2.91,0.05,75,63,8.1,15,1,,,,,,
7/11/15,3.8,0,79,56,10.1,15,1,,1,,1,,
7/12/15,5.37,0.86,85,69,21,25.9,1,,1,,,,
7/13/15,6.93,0.3,83,68,46.1,61.1,1,,1,,,,
7/14/15,15.88,0,85,70,23.9,33.1,,,1,,,,
7/15/15,9.84,9.99,99,99,10.1,,,,,,,,
7/16/15,4.92,0,82,62,13,18.1,,,,,,,
7/17/15,7.16,1.22,90,68,25.9,36,1,,1,,,,
7/18/15,4.7,0,91,69,15,19.9,,,,,,,
7/19/15,7.16,0,85,74,18.1,25.9,1,,,,,,
7/20/15,4.47,1.5,84,70,12.1,15,1,,1,,,,
7/21/15,8.05,0,83,66,15,19.9,,,,,,,
7/22/15,3.13,0,82,59,10.1,12.1,,,,,,,
7/23/15,2.68,0,83,63,10.1,16.1,,,,,,,
7/24/15,2.24,0,85,63,10.1,19,,,,,,,
7/25/15,3.8,0,86,64,13,23,,,,,,,
7/26/15,3.58,0.77,86,71,14.1,33.1,1,,1,,1,,
7/27/15,3.8,0,87,71,10.1,14.1,1,,,,,,
7/28/15,2.91,0,91,72,13,15,1,,,,1,,
7/29/15,6.71,0,89,72,18.1,23.9,1,,,,,,
7/30/15,8.28,0,84,66,17,23.9,,,,,1,,
7/31/15,8.28,0,86,66,21,28,,,,,1,,
8/1/15,5.59,0,83,65,14.1,17,,,,,,,
8/2/15,6.49,0,87,63,16.1,21.9,,,1,,,,
8/3/15,7.38,0.1,87,66,29.1,38,1,,1,,,,
8/4/15,3.58,0,82,61,15,18.1,,,,,,,
8/5/15,4.47,0,85,64,12.1,17,,,,,,,
8/6/15,8.28,0.38,73,63,17,23.9,1,,,,,,
8/7/15,3.36,0,82,58,8.9,14.1,,,,,,,
8/8/15,1.34,0,83,62,8.1,19,1,,,,,,
8/9/15,2.46,0.03,80,68,13,18.1,1,,,,1,,
8/10/15,6.26,0.01,84,71,18.1,27.1,1,,,,1,,
8/11/15,8.5,0,83,66,15,21,1,,,,,,
