Date,Average Wind Speed,Precipitation,Max. Temperature,Min. Temperature,Wind speed Fastest 2 min,Fastest 5 second wind speed,Fog/Ice fog,Heavy freezing fog,Thunder,Glaze,Smoke/Haze,Blowing/Drifting Snow,Power Outage
8/12/15,6.93,0,80,60,15,27.1,,,,,,,
8/13/15,2.24,0,83,58,8.9,12.1,,,,,,,
8/14/15,3.36,0,85,63,8.9,13,,,,,,,
8/15/15,4.92,0,83,66,25.9,35.1,,,1,,,,
8/16/15,2.46,0.25,84,65,13,18.1,1,,1,,,,
8/17/15,1.34,0.18,85,67,6,,1,,1,,,,
8/18/15,4.7,0,84,65,13,18.1,1,,,,,,
8/19/15,7.38,0.17,82,66,17,23.9,1,,,,,,
8/20/15,7.83,0,75,58,21,27.1,,,,,,,
8/21/15,1.12,0,81,54,12.1,21.9,,,,,,,
8/22/15,3.8,0,80,56,14.1,19,,,,,,,
8/23/15,7.83,0.01,83,63,21,30,,,,,,,
8/24/15,9.62,0,75,57,19.9,27.1,,,,,,,
8/25/15,7.38,0,73,53,17,23.9,,,,,,,
8/26/15,3.58,0,76,61,10.1,13,,,,,,,
8/27/15,2.46,0,79,57,8.9,13,,,,,,,
8/28/15,4.25,0,79,57,13,15,,,,,,,
8/29/15,4.03,0,81,65,10.1,14.1,,,,,,,
8/30/15,3.36,0,86,67,12.1,25.1,1,,,,,,
8/31/15,2.91,0,86,66,12.1,16.1,1,,,,,,
9/1/15,2.91,0,85,68,12.1,17,1,,1,,,,
9/2/15,2.91,0,89,66,10.1,16.1,1,,,,,,
9/3/15,3.58,0,90,67,12.1,16.1,1,,,,1,,
9/4/15,3.58,0.02,93,69,17,21.9,,,1,,,,
9/5/15,4.92,0,88,65,16.1,36.9,1,,1,,,,
9/6/15,2.24,0,92,65,10.1,15,1,,,,,,
9/7/15,2.68,0,91,67,12.1,17,1,,,,,,
9/8/15,6.71,0,89,70,23,28,1,,,,1,,
9/9/15,2.91,0.13,73,65,10.1,14.1,1,,,,,,
9/10/15,4.47,0,83,61,19.9,25.9,,,,,,,
9/11/15,6.26,0.22,66,57,17,21,1,,,,,,
9/12/15,11.41,0,68,52,19.9,25.9,,,,,,,
9/13/15,5.82,0,70,49,15,21,,,,,1,,
9/14/15,4.7,0,76,46,15,19.9,,,,,,,
9/15/15,4.03,0,81,51,14.1,30,1,,,,,,
9/16/15,2.91,0,81,53,14.1,19.9,,,,,,,
9/17/15,4.7,0,83,54,14.1,18.1,1,,,,,,
9/18/15,5.59,0.46,83,64,15,19.9,1,,1,,,,
9/19/15,8.72,1.11,73,55,21,35.1,1,,1,,,,
9/20/15,5.14,0,73,52,13,17,,,,,,,
9/21/15,2.68,0,75,51,10.1,13,,,,,,,
9/22/15,1.79,0,80,50,8.1,11,,,,,,,
9/23/15,2.91,0,82,53,10.1,15,,,,,,,
9/24/15,3.8,0,81,55,13,21,,,,,,,
9/25/15,6.04,0,82,58,17,29.1,,,,,,,
9/26/15,,0,76,61,,,,,,,,,
9/27/15,4.92,0,76,61,10.1,18.1,,,,,,,
9/28/15,2.46,0,81,61,13,25.9,,,,,,,
9/29/15,4.92,0.26,73,60,18.1,25.1,1,,,,,,
9/30/15,9.62,0,69,54,18.1,23,,,,,,,
10/1/15,10.96,0,64,50,19.9,27.1,,,,,,,
10/2/15,12.53,0.1,62,48,21.9,34,,,,,,,
10/3/15,10.74,0.06,50,47,17,28,1,,,,,,
10/4/15,7.38,0,75,50,13,23,,,,,,,
10/5/15,4.47,0,75,54,8.9,15,1,,,,,,
10/6/15,5.59,0,74,56,10.1,17,1,,,,1,,
10/7/15,2.01,0,77,54,6.9,11,1,1,,,,,
10/8/15,3.8,0,78,57,13,19.9,,,,,,,
10/9/15,9.62,0,66,48,17,23,1,,,,,,
10/10/15,2.24,0,67,43,8.1,10.1,,,,,1,,
10/11/15,4.92,0,74,43,14.1,19,,,,,,,
10/12/15,6.93,0,76,51,16.1,23.9,,,,,,,
10/13/15,9.17,0,64,47,21,25.1,,,,,1,,
10/14/15,5.59,0,66,43,17,21.9,,,,,1,,
10/15/15,6.93,0,71,39,19.9,28,,,,,,,
10/16/15,8.72,0,60,42,23,28,,,,,,,
10/17/15,7.61,0,52,34,18.1,25.1,,,,,,,
10/18/15,3.36,0,59,31,13,19,,,,,,,
10/19/15,5.82,0,68,33,18.1,25.1,,,,,,,
10/20/15,6.26,0,72,47,16.1,23,,,,,,,
10/21/15,4.92,0,75,48,15,23,,,,,,,
10/22/15,4.92,0,79,55,13,16.1,,,,,,,
10/23/15,5.37,0,73,52,13,25.9,,,,,,,
10/24/15,10.51,0.16,71,54,21,27.1,1,,,,,,
10/25/15,5.82,0,62,44,16.1,23,,,,,,,
10/26/15,8.05,0,64,42,21.9,27.1,,,,,,,
10/27/15,9.62,0.9,54,47,19.9,28,1,,,,,,
10/28/15,11.41,0.45,62,45,28,36.9,1,,,,,,
10/29/15,10.51,0,49,39,23.9,32,,,,,,,
10/30/15,4.47,0,51,43,10.1,14.1,,,,,,,
10/31/15,8.05,0.09,58,44,14.1,23,1,,,,,,
11/1/15,4.7,0.01,67,45,14.1,18.1,1,,,,,,
11/2/15,2.01,0,71,40,12.1,15,1,,,,,,
11/3/15,1.57,0,73,42,8.1,13,1,,,,,,
11/4/15,2.01,0,76,48,12.1,15,1,,,,,,
11/5/15,4.92,0.08,73,56,16.1,23.9,1,,,,,,
11/6/15,10.29,0.28,65,46,19.9,32,1,,,,,,
11/7/15,6.49,0,56,40,18.1,21.9,,,,,,,
11/8/15,2.24,0,54,32,10.1,15,1,,,,,,
11/9/15,3.8,0.1,57,31,12.1,16.1,1,,,,,,
11/10/15,2.46,0.01,56,36,8.1,13,1,1,,,,,
11/11/15,7.61,0.1,62,34,18.1,29.1,1,1,,,,,
11/12/15,15.66,0,61,45,28,46.1,,,,,,,
11/13/15,14.32,0,49,37,31.1,38.9,,,,,,,
11/14/15,4.92,0,56,27,12.1,17,,,,,,,
11/15/15,4.25,0,65,35,15,19,,,,,,,
11/16/15,4.7,0.11,56,35,14.1,19.9,1,,,,,,
11/17/15,10.74,0.2,60,47,17,25.9,1,,,,,,
11/18/15,12.3,0.31,62,54,28,38,1,,,,,,
11/19/15,10.07,0,54,37,25.1,35.1,,,,,,,
11/20/15,5.59,0,49,29,12.1,15,,,,,,,
11/21/15,9.17,0.35,45,27,23.9,30,1,1,,,,,
11/22/15,5.59,0,30,16,19.9,25.1,,,,,,,
11/23/15,7.38,0,44,28,17,23,,,,,,,
11/24/15,2.91,0,53,28,8.9,15,1,,,,,,
11/25/15,7.38,0,58,36,18.1,30,,,,,,,
11/26/15,8.95,0,62,51,18.1,25.9,,,,,,,
11/27/15,9.84,1.18,62,45,18.1,25.9,1,,,,,,
11/28/15,8.28,0.26,45,38,14.1,19,1,,,,,,
11/29/15,7.83,0,42,36,13,18.1,,,,,,,
11/30/15,7.61,0,50,35,14.1,19,1,,,,,,
12/1/15,4.92,0.02,48,31,15,19.9,1,,,,,,
12/2/15,6.04,0.06,38,26,17,23,1,,,,,,
12/3/15,6.04,0,35,28,15,19,,,,,,,
12/4/15,2.91,0,36,28,10.1,13,1,1,,,,,
12/5/15,4.03,0,41,27,8.9,12.1,1,1,,,1,,
12/6/15,3.36,0.01,53,25,12.1,18.1,1,1,,,,,
12/7/15,3.8,0.06,43,38,10.1,13,1,,,,,,
12/8/15,6.71,0,55,36,13,18.1,1,,,,1,,
12/9/15,6.04,0,55,42,13,19.9,,,,,,,
12/10/15,6.93,0,56,36,16.1,23.9,1,,,,,,
12/11/15,4.92,0,59,40,10.1,15,1,1,,,,,
12/12/15,6.26,0,69,57,16.1,23.9,1,,,,,,
12/13/15,7.61,0,63,57,16.1,23.9,,,,,,,
12/14/15,13.2,0.53,66,42,25.9,46.1,1,,,,,,
12/15/15,6.26,0.04,43,38,15,25.1,1,,,,,,
12/16/15,8.28,0,54,35,21,25.1,,,,,,,
12/17/15,9.62,0,40,30,18.1,23,,,,,,,
12/18/15,9.4,0,33,28,23.9,32,,,,,,,
12/19/15,8.5,0,34,21,19.9,27.1,,,,,,,
12/20/15,7.83,0,50,26,16.1,23.9,,,,,,,
12/21/15,9.84,0.47,54,42,19.9,31.1,1,,,,,,
12/22/15,5.59,0.14,53,44,17,21,1,,1,,,,
12/23/15,10.51,0.81,64,46,23.9,38.9,1,,,,,,
12/24/15,6.49,0,57,35,29.1,40,,,,,,,
12/25/15,7.16,0,51,40,15,21,,,,,,,
12/26/15,6.04,0.8,57,41,14.1,19,1,,,,,,
12/27/15,12.3,1.76,58,38,21.9,29.1,1,,1,,,,
12/28/15,14.09,0.53,50,35,25.9,36,1,,,,,,
12/29/15,9.4,0,45,32,19.9,28,1,,,,,,
12/30/15,6.04,0,35,30,14.1,18.1,,,,,,,
12/31/15,8.72,0,31,28,17,23,,,,,,,
1/1/16,8.28,0,29,25,19.9,27.1,,,,,,,
1/2/16,7.16,0,38,26,14.1,19,,,,,,,
1/3/16,9.62,0,33,26,16.1,21,,,,,,,
1/4/16,8.95,0,36,23,16.1,19.9,,,,,,,
1/5/16,5.82,0,32,19,10.1,15,,,,,,,
1/6/16,3.8,0,41,19,10.1,13,,,,,,,
1/7/16,4.47,0,48,26,13,17,,,,,,,
1/8/16,6.49,0.02,49,41,10.1,17,1,,,,,,
1/9/16,5.82,0.3,50,37,18.1,25.9,1,,,,,,
1/10/16,17,0.13,37,9,31.1,40.9,1,,,,,,
1/11/16,8.5,0,30,6,15,21,1,,,,,,
1/12/16,13.2,0.03,32,7,36,46.1,1,1,,,1,,
1/13/16,6.49,0,25,2,15,23.9,,,,,,,
1/14/16,8.05,0,50,25,17,28,,,,,,,
1/15/16,9.62,0.11,47,31,21.9,29.1,1,,,,,,
1/16/16,10.51,0,32,25,19.9,27.1,1,,,1,1,,
1/17/16,13.42,0,25,5,21.9,28,1,,,,,,
1/18/16,11.86,0,12,1,19.9,25.1,,,,,1,,
1/19/16,5.82,0,19,4,12.1,16.1,,,,,,,
1/20/16,4.25,0.04,21,16,10.1,13,1,,,,1,,
1/21/16,5.37,0,26,12,14.1,16.1,1,,,,1,,
1/22/16,12.3,0,27,20,21.9,29.1,,,,,1,,
1/23/16,8.72,0,29,17,19.9,25.9,,,,,,,
1/24/16,6.04,0,38,14,19.9,23.9,1,,,,,,
1/25/16,7.61,0,49,27,16.1,23,,,,,,,
1/26/16,14.32,0,49,28,25.1,35.1,,,,,,,
1/27/16,6.71,0,31,25,15,19.9,,,,,,,
1/28/16,10.74,0,46,28,21,29.1,,,,,,,
1/29/16,7.16,0,38,27,15,21,,,,,,,
1/30/16,6.71,0,58,32,18.1,25.1,,,,,,,
1/31/16,9.17,0.02,60,39,21.9,31.1,1,,,,,,
2/1/16,3.8,0,48,32,15,23,1,,,,1,,
2/2/16,9.62,0.14,61,30,18.1,28,1,,1,,,,
2/3/16,10.51,0,61,30,21.9,32,1,,,,,,
2/4/16,8.5,0,31,22,16.1,27.1,,,,,,,
2/5/16,4.7,0,40,17,14.1,17,,,,,,,
2/6/16,2.46,0,45,19,12.1,15,1,,,,,,
2/7/16,8.95,0,53,32,21.9,31.1,,,,,,,
2/8/16,9.62,0,39,22,21,27.1,1,,,1,,,
2/9/16,14.09,0,22,15,21,27.1,1,,,,1,,
2/10/16,10.51,0,17,10,19.9,23.9,1,,,,,,
2/11/16,4.47,0,25,11,10.1,12.1,,,,,,,
2/12/16,9.62,0,26,17,25.9,33.1,1,,,,,,
2/13/16,8.28,0,19,7,16.1,21.9,,,,,,,
2/14/16,10.74,0,20,13,17,23.9,1,1,,,1,,
2/15/16,3.8,0,33,20,8.1,11,1,,,,,,
2/16/16,4.25,0,35,28,13,17,1,,,,,,
2/17/16,6.49,0,37,30,15,21,1,,,,,,
2/18/16,9.62,0,44,28,19.9,28,,,,,,,
2/19/16,14.09,0,61,40,31.1,46.1,,,,,,,
2/20/16,6.93,0,71,41,19.9,28,,,,,,,
2/21/16,8.5,0,55,35,16.1,19,,,,,,,
2/22/16,6.71,0,50,31,12.1,17,,,,,,,
2/23/16,9.62,0,51,30,19.9,25.9,,,,,,,
2/24/16,16.55,1.08,37,33,23.9,36.9,1,,,,,,
2/25/16,14.32,0,34,32,25.1,35.1,1,,,,1,,
2/26/16,8.5,0,39,30,17,21,,,,,,,
2/27/16,8.5,0,54,26,18.1,27.1,,,,,,,
2/28/16,14.99,0.09,66,44,36,52.1,1,,,,,,
2/29/16,10.07,0,55,36,29.1,40.9,,,,,,,
3/1/16,11.86,0.09,48,25,32,42.1,1,,,,,,
3/2/16,6.26,0,36,20,21.9,29.1,,,,,,,
3/3/16,6.04,0,41,30,14.1,17,1,,,,,,
3/4/16,6.71,0,38,29,17,21.9,1,,,,,,
3/5/16,8.05,0,44,32,17,23.9,1,,,,1,,
3/6/16,6.71,0,53,34,14.1,19.9,,,,,,,
3/7/16,7.16,0,67,43,19.9,29.1,,,,,,,
3/8/16,8.5,0,72,51,21.9,31.1,,,,,,,
3/9/16,7.61,0.06,67,57,18.1,23.9,1,,,,1,,
3/10/16,5.82,0.17,57,43,17,21.9,1,,,,,,
3/11/16,6.71,0,59,39,12.1,17,,,,,,,
3/12/16,4.47,0,65,45,12.1,15,1,,,,,,
3/13/16,4.47,0.31,68,54,12.1,18.1,1,1,,,,,
3/14/16,3.8,0.14,62,55,15,19,1,,,,,,
3/15/16,7.38,0,73,52,18.1,27.1,,,,,,,
3/16/16,13.65,0,70,50,32,46.1,,,,,,,
3/17/16,8.05,0,60,42,25.1,32,,,,,,,
3/18/16,6.93,0,55,41,16.1,21.9,,,,,,,
3/19/16,6.04,0,48,36,14.1,17,,,,,,,
3/20/16,8.05,0,46,30,21,28,,,,,,,
3/21/16,7.83,0,50,31,19.9,25.1,,,,,,,
3/22/16,11.63,0,66,40,23,33.1,,,,,,,
3/23/16,11.41,0,62,55,21,30,,,,,,,
3/24/16,10.96,0.77,64,38,29.1,38.9,1,,1,,,,
3/25/16,8.5,0,49,34,19.9,25.9,1,,,,,,
3/26/16,6.49,0,61,32,15,19,,,,,,,
3/27/16,7.61,0.17,75,39,36,47,1,,1,,,,
3/28/16,11.41,0,51,42,23.9,29.1,,,,,,,
3/29/16,5.82,0,57,33,15,21,,,,,,,
3/30/16,7.61,0.64,71,41,19.9,25.1,1,,1,,,,
3/31/16,11.63,0.09,66,51,21.9,31.1,1,,1,,,,
4/1/16,10.07,0,53,43,25.9,36,,,,,,,
4/2/16,15.66,0,48,33,42.9,59.9,,,,,,,
4/3/16,11.86,0,61,27,23.9,36.9,,,,,,,
4/4/16,12.3,0,57,31,21.9,28,,,,,,,
4/5/16,9.62,0,47,26,16.1,23,,,,,,,
4/6/16,11.86,0.05,63,40,28,36.9,1,,,,,,
4/7/16,13.42,0.05,47,35,25.1,33.1,1,,,,,,
4/8/16,10.07,0.17,45,31,30,40,1,,1,,,,
4/9/16,11.86,0,40,27,25.1,34,,,,,,,
4/10/16,10.51,0.51,63,31,25.1,35.1,1,,,,,,
4/11/16,8.28,1.09,55,38,18.1,23,1,,,,,,
4/12/16,6.04,0,52,33,15,19.9,,,,,,,
4/13/16,6.93,0,59,34,16.1,21,,,,,,,
4/14/16,7.61,0,66,38,16.1,21.9,,,,,,,
4/15/16,3.8,0,75,41,10.1,14.1,,,,,,,
4/16/16,3.8,0,78,50,15,21,,,,,,,
4/17/16,2.46,0,80,49,10.1,15,,,,,,,
4/18/16,2.24,0,82,50,10.1,14.1,,,,,,,
4/19/16,2.91,0,82,54,15,19.9,,,,,,,
4/20/16,6.71,0.01,78,53,17,23.9,,,,,,,
4/21/16,5.82,0.34,70,55,21.9,27.1,1,,1,,,,
4/22/16,7.83,0.23,67,50,17,23,1,,1,,,,
4/23/16,5.37,0,66,48,12.1,16.1,,,,,,,
4/24/16,4.7,0,76,45,12.1,16.1,,,,,,,
4/25/16,8.05,0,80,55,21.9,33.1,,,,,,,
4/26/16,6.71,0.03,80,60,17,25.9,1,,1,,,,
4/27/16,9.17,0.26,60,49,15,21,1,,1,,1,,
4/28/16,6.71,0.33,74,50,18.1,25.1,1,,1,,,,
4/29/16,6.93,0,63,51,14.1,19,1,,,,1,,
4/30/16,8.72,0.79,62,50,16.1,21.9,1,,1,,,,
5/1/16,4.25,0.09,76,60,15,19.9,1,,1,,,,
5/2/16,6.93,0.08,60,51,14.1,18.1,1,,,,,,
5/3/16,5.82,0.14,63,50,14.1,17,1,,,,,,
5/4/16,12.3,0.1,57,44,23.9,32,,,,,,,
5/5/16,11.63,0.02,64,42,18.1,25.1,1,,,,,,
5/6/16,6.71,0,71,46,13,18.1,,,,,,,
5/7/16,9.62,0,72,51,23.9,31.1,,,,,,,
5/8/16,3.8,0.27,61,45,8.9,12.1,1,,,,,,
5/9/16,7.61,0.49,61,52,14.1,19,1,,,,,,
5/10/16,7.61,0.14,73,59,14.1,19.9,1,,,,,,
5/11/16,2.91,0.62,81,61,32,42.9,,,1,,1,,
5/12/16,7.16,0.53,75,57,16.1,21.9,1,,1,,,,
5/13/16,8.95,0.06,68,51,17,21.9,,,,,1,,
5/14/16,14.32,0.12,57,41,28,34,1,,,,,,
5/15/16,8.05,0,57,39,21.9,29.1,,,,,,,
5/16/16,4.7,0,63,37,13,17,,,,,,,
5/17/16,3.36,0.22,58,50,12.1,15,1,,,,,,
5/18/16,5.82,0,68,51,15,21,1,,,,,,
5/19/16,3.36,0,71,44,14.1,19.9,,,,,,,
5/20/16,5.59,0.04,68,54,13,21,1,,,,,,
5/21/16,7.61,0.24,74,55,17,23,1,,,,,,
5/22/16,7.83,0,81,51,21.9,32,,,,,,,
5/23/16,2.91,0,78,49,12.1,15,,,,,,,
5/24/16,3.8,0,83,51,15,19,,,,,,,
5/25/16,6.71,0,84,64,16.1,23,,,,,,,
5/26/16,6.04,0.09,78,66,13,17,1,,1,,,,
5/27/16,7.16,0,86,66,17,23.9,,,,,,,
5/28/16,8.5,0,84,72,18.1,27.1,,,1,,,,
5/29/16,6.26,0,85,68,16.1,23.9,,,1,,,,
5/30/16,2.46,0,87,65,8.9,13,,,,,,,
5/31/16,3.58,0,88,65,13,18.1,,,,,,,
6/1/16,2.01,0.27,85,63,14.1,21,1,,1,,,,
6/2/16,3.58,0.1,85,67,10.1,18.1,1,,,,1,,
6/3/16,2.24,0,83,63,8.9,10.1,,,,,,,
6/4/16,4.25,1.29,73,64,17,29.1,1,,1,,,,
6/5/16,8.95,0,76,66,23,35.1,1,,,,,,
6/6/16,9.62,0,84,64,23.9,31.1,,,,,,,
6/7/16,8.05,0,73,59,19.9,25.1,,,,,,,
6/8/16,4.92,0,76,53,13,19,,,,,,,
6/9/16,3.36,0,82,54,12.1,19,,,,,,,
6/10/16,6.49,0,90,67,13,19.9,,,,,,,
6/11/16,7.16,0,92,72,15,23,,,,,,,
6/12/16,6.04,0,91,70,14.1,19.9,,,,,,,
6/13/16,2.91,0,90,63,12.1,16.1,,,,,,,
6/14/16,5.82,2.25,79,67,21.9,28,1,,1,,,,
6/15/16,5.37,3.14,91,67,52.1,66,1,,1,,,,
6/16/16,11.41,0,83,68,21.9,32,,,,,,,
6/17/16,9.17,0,86,64,15,21,,,,,,,
6/18/16,5.59,0,87,64,15,21.9,,,,,,,
6/19/16,4.47,0,89,64,13,18.1,,,,,,,
6/20/16,7.61,1.04,90,73,25.9,38.9,1,,1,,,,
6/21/16,7.83,0.02,84,71,19.9,25.9,1,,1,,,,
6/22/16,5.82,0.38,83,65,14.1,23,1,,1,,,,
6/23/16,7.83,0.14,90,70,32,40,,,1,,1,,
6/24/16,4.7,0,86,69,10.1,16.1,1,,,,1,,
6/25/16,3.8,0,89,66,10.1,13,,,,,,,
6/26/16,5.59,0.23,92,73,25.9,32,1,,1,,,,
6/27/16,5.37,0,90,71,15,19.9,1,,,,,,
6/28/16,8.28,0,79,60,17,21.9,,,,,,,
6/29/16,5.59,0,78,55,12.1,16.1,,,,,,,
6/30/16,3.36,0,79,59,10.1,15,,,,,,,
7/1/16,9.4,0,80,60,16.1,19.9,,,,,,,
7/2/16,3.36,0,72,52,10.1,13,,,,,,,
7/3/16,5.82,0.7,67,63,13,18.1,1,,,,,,
7/4/16,3.13,0.06,75,65,6.9,11,1,,,,,,
7/5/16,2.46,0.01,84,70,8.9,13,1,,,,,,
7/6/16,4.47,0.76,84,69,21.9,29.1,1,,1,,,,
7/7/16,6.04,0,82,71,15,21.9,1,,,,,,
7/8/16,5.59,0,89,69,18.1,23.9,1,,,,,,
7/9/16,9.17,0,81,66,16.1,23,,,,,,,
7/10/16,2.91,0,84,61,8.1,10.1,,,,,,,
7/11/16,3.58,0,88,65,12.1,14.1,,,,,,,
7/12/16,5.59,0.26,88,69,19.9,29.1,1,,1,,,,
7/13/16,6.71,0.99,91,70,36.9,47,1,,1,,,,
7/14/16,6.04,0,88,68,14.1,19.9,,,,,,,
7/15/16,7.61,0,85,69,19.9,25.9,,,,,,,
7/16/16,4.03,0,81,62,10.1,13,,,,,,,
7/17/16,4.92,0.05,87,63,15,21.9,,,,,,,
7/18/16,6.49,2.29,81,68,25.9,38,1,,1,,,,
7/19/16,2.91,0,89,70,10.1,12.1,1,,,,,,
7/20/16,3.13,0,89,72,12.1,17,,,,,,,
7/21/16,3.13,0,91,74,12.1,18.1,1,,,,,,
7/22/16,5.82,0,90,78,15,21,,,,,,,
7/23/16,2.68,0,92,74,8.9,12.1,,,,,,,
7/24/16,6.04,0,93,76,15,25.1,,,,,,,
7/25/16,6.04,0.02,89,73,19.9,25.9,,,,,,,
7/26/16,3.13,0.09,85,73,8.9,12.1,1,,1,,,,
7/27/16,3.13,0,89,69,8.9,14.1,,,,,,,
7/28/16,3.36,0,88,73,12.1,14.1,,,,,,,
7/29/16,2.91,0.13,89,70,18.1,25.1,,,,,,,
7/30/16,4.47,0,86,69,15,18.1,1,,,,,,
7/31/16,4.03,0,86,68,12.1,16.1,,,,,,,
8/1/16,2.46,0,88,69,8.9,15,1,,,,,,
8/2/16,2.68,0,91,68,10.1,16.1,1,,,,,,
8/3/16,2.91,0,91,72,13,23,,,,,1,,
8/4/16,3.13,0.08,89,72,12.1,16.1,1,,1,,,,
8/5/16,5.82,0,90,71,14.1,21,1,,,,1,,
8/6/16,5.59,0,84,70,10.1,21,,,,,,,
8/7/16,5.37,0,86,65,12.1,25.9,,,,,,,
8/8/16,6.71,0,87,69,13,17,,,,,,,
8/9/16,2.01,0,90,69,8.1,25.9,,,,,,,
8/10/16,3.58,0,88,74,15,19.9,,,1,,,,
8/11/16,5.59,0,92,77,15,19,,,,,,,
8/12/16,7.16,0,91,77,15,21.9,,,,,,,
8/13/16,6.71,1.09,80,73,13,18.1,1,,1,,,,
8/14/16,3.36,0.72,74,69,10.1,23.9,1,,,,,,
8/15/16,6.26,0.81,78,71,15,19.9,1,,,,,,
8/16/16,6.26,0.09,80,72,15,23.9,1,,,,,,
8/17/16,2.68,0,83,71,8.9,16.1,1,,,,,,
8/18/16,3.8,0,85,69,13,23.9,1,1,,,,,
8/19/16,6.04,0.52,86,71,16.1,19.9,1,,1,,,,
8/20/16,5.59,1.03,83,70,23.9,31.1,1,,1,,1,,
8/21/16,8.5,0,78,63,17,27.1,,,,,,,
8/22/16,2.01,0,80,60,8.1,12.1,,,,,,,
8/23/16,4.25,0,81,60,12.1,16.1,,,,,,,
8/24/16,6.04,0.83,86,70,25.1,35.1,1,1,1,,1,,
8/25/16,4.25,0,88,75,14.1,19,,,1,,,,
8/26/16,3.13,0.47,91,71,25.9,36.9,1,,1,,,,
8/27/16,2.68,0.17,84,71,8.1,16.1,1,,1,,,,
8/28/16,2.01,0.19,90,71,15,28,1,,1,,,,
8/29/16,2.91,0,90,69,8.9,13,,,,,,,
8/30/16,2.91,0.3,90,72,23.9,29.1,1,,1,,,,
8/31/16,6.04,0,86,67,17,23,1,,,,,,
9/1/16,7.61,0,78,62,18.1,23,,,,,,,
9/2/16,8.72,0,78,60,17,21.9,,,,,,,
9/3/16,4.47,0,81,58,14.1,19,,,,,,,
9/4/16,3.13,0,81,58,14.1,18.1,,,,,,,
9/5/16,4.7,0,89,65,16.1,19.9,,,,,,,
9/6/16,4.7,0,89,69,15,19.9,1,,,,,,
9/7/16,6.71,0,90,72,15,21.9,,,,,,,
9/8/16,6.04,0.4,83,74,21,27.1,1,,1,,,,
9/9/16,5.82,0.39,82,70,18.1,29.1,1,,1,,,,
9/10/16,7.83,0.48,79,63,23,28,1,,1,,,,
9/11/16,3.8,0,77,58,12.1,14.1,,,,,,,
9/12/16,2.91,0,79,56,12.1,15,,,,,,,
9/13/16,2.91,0,83,56,8.9,12.1,1,,,,,,
9/14/16,4.7,0,83,65,12.1,19,,,,,,,
9/15/16,5.37,0,80,63,10.1,17,,,,,,,
9/16/16,4.7,0.54,87,63,25.9,40.9,1,,1,,,,
9/17/16,4.03,1.11,80,69,14.1,27.1,1,,1,,,,
9/18/16,2.01,0,81,64,8.1,12.1,1,1,,,,,
9/19/16,1.12,0,85,57,6.9,8.9,1,1,,,,,
9/20/16,1.57,0,86,60,6.9,10.1,1,,,,,,
9/21/16,1.12,0,89,60,8.1,10.1,1,,,,,,
9/22/16,1.79,0,88,62,8.1,11,1,,,,,,
9/23/16,1.79,0,88,65,6.9,10.1,1,,,,,,
9/24/16,5.14,0,82,67,8.9,16.1,1,,,,1,,
9/25/16,4.7,0.17,86,62,18.1,25.1,,,1,,,,
9/26/16,8.5,0.27,73,56,25.1,35.1,1,,1,,,,
9/27/16,7.61,0,75,50,17,25.1,,,,,,,
9/28/16,5.59,0.55,64,55,19.9,25.1,1,,1,,,,
9/29/16,4.92,0,69,55,14.1,30,,,,,,,
9/30/16,3.36,0.13,68,58,16.1,21,1,,1,,,,
10/1/16,2.91,0.01,67,52,10.1,17,1,,,,,,
10/2/16,2.46,0,69,54,8.9,12.1,1,,,,,,
10/3/16,2.24,0,72,51,6.9,12.1,1,1,,,,,
10/4/16,4.92,0,79,54,14.1,19.9,,,,,,,
10/5/16,6.04,0,80,64,17,23.9,,,,,,,
10/6/16,3.8,0,85,60,12.1,17,1,,,,,,
10/7/16,7.38,0,83,56,23,30,,,,,,,
10/8/16,8.05,0,67,48,18.1,25.9,,,,,,,
10/9/16,3.8,0,71,45,8.9,14.1,,,,,,,
10/10/16,5.14,0,73,50,10.1,19,,,,,,,
10/11/16,4.7,0,74,54,12.1,16.1,,,,,,,
10/12/16,8.5,0.06,77,54,19.9,27.1,1,,,,,,
10/13/16,6.26,0.01,62,46,15,21,1,,,,,,
10/14/16,4.25,0,67,44,13,17,,,,,,,
10/15/16,5.37,0,75,53,15,21,1,,,,,,
10/16/16,6.04,0.49,74,62,17,23.9,1,,,,,,
10/17/16,10.51,0,82,65,19.9,31.1,,,,,,,
10/18/16,8.95,0,77,68,18.1,29.1,,,,,,,
10/19/16,5.14,1.78,75,57,16.1,21.9,1,,1,,,,
10/20/16,10.07,0.85,58,53,21,32,1,,1,,,,
10/21/16,12.3,0.04,56,46,21,29.1,,,,,,,
10/22/16,6.71,0,59,40,15,19,,,,,,,
10/23/16,8.05,0,73,43,18.1,28,,,,,,,
10/24/16,7.83,0,63,45,15,25.9,,,,,,,
10/25/16,5.37,0,58,41,12.1,18.1,,,,,,,
10/26/16,7.61,0.03,64,47,17,25.1,1,,,,,,
10/27/16,9.4,0,63,47,19.9,25.9,1,,,,,,
10/28/16,4.25,0,65,40,13,18.1,1,,,,,,
10/29/16,7.83,0,79,56,17,25.9,,,,,,,
10/30/16,7.16,0,68,50,16.1,19.9,,,,,,,
10/31/16,6.93,0,63,48,12.1,15,,,,,,,
11/1/16,5.82,0,79,55,18.1,27.1,,,,,,,
11/2/16,6.49,0.09,79,57,21.9,28,1,,1,,1,,
11/3/16,6.26,0,65,52,13,15,1,,,,,,
