"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT21","WT22"
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-27","5.37","0.00","0.0","0.0","62","39","14.1","21.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-28","13.87","0.00","0.0","0.0","78","44","25.9","32.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-29","6.04","0.00","0.0","0.0","83","56","17.0","25.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-30","6.49","0.00","0.0","0.0","77","49","17.9","23.9",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-31","6.26","0.27","0.0","0.0","76","59","17.9","21.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-01","6.26","0.00","0.0","0.0","69","49","21.0","25.9",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-02","7.83","0.00","0.0","0.0","73","49","19.9","25.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-03","5.59","0.00","0.0","0.0","77","42","17.0","23.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-04","4.25","0.62","0.0","0.0","85","57","16.1","25.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-05","7.61","0.17","0.0","0.0","63","47","16.1","21.9","    1","    1",,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-06","6.93","0.05","0.0","0.0","63","40","19.9","28.0",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-07","3.13","0.00","0.0","0.0","68","37","12.1","16.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-08","3.58","0.00","0.0","0.0","76","38","17.0","25.9","    1",,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-09","6.49","0.00","0.0","0.0","74","45","21.9","32.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-10","7.16","0.00","0.0","0.0","74","46","25.1","36.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-11","6.93","0.00","0.0","0.0","58","43","17.9","25.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-12","2.68","0.00","0.0","0.0","63","32","14.1","19.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-13","2.01","0.00","0.0","0.0","69","36","8.1","14.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-14","8.05","0.00","0.0","0.0","76","42","19.9","25.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-15","12.30","0.00","0.0","0.0","81","58","21.9","30.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-16","11.41","0.00","0.0","0.0","84","60","23.0","30.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-17","6.93","0.00","0.0","0.0","86","60","17.0","23.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-18","7.83","0.31","0.0","0.0","69","55","17.9","23.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-19","3.80","0.00","0.0","0.0","63","52","10.1","21.0","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-20","2.01","0.00","0.0","0.0","73","51","8.9","12.1","    1",,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-21","5.82","0.24","0.0","0.0","80","55","15.0","19.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-22","8.28","0.82","0.0","0.0","62","48","17.0","23.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-23","6.71","0.01","0.0","0.0","51","40","17.0","29.1",,,,,,,,,,,,"    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-24","6.93","0.00","0.0","0.0","64","36","21.0","31.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-25","6.71","0.03","0.0","0.0","68","40","17.9","25.1",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-26","9.62","0.38","0.0","0.0","77","56","21.9","33.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-27","5.14","0.00","0.0","0.0","77","59","12.1","17.0","    1",,,,,,,,,,,,,,,"    1",
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-28","6.04","0.00","0.0","0.0","62","54","15.0","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-29","3.36","0.00","0.0","0.0","77","55","12.1","16.1","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-30","7.16","0.00","0.0","0.0","80","61","16.1","19.9","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-01","10.51","0.00","0.0","0.0","86","67","21.9","25.1",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-02","6.26","0.00","0.0","0.0","91","67","15.0","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-03","4.92","0.00","0.0","0.0","91","64","10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-04","5.37","0.00","0.0","0.0","90","62","15.0","17.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-05","4.47","1.58","0.0","0.0","84","64","14.1","21.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-06","7.16","0.01","0.0","0.0","73","61","15.0","19.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-07","5.59","0.00","0.0","0.0","78","58","13.0","21.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-08","7.83","0.00","0.0","0.0","80","61","16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-09","3.80","0.51","0.0","0.0","77","58","19.9","33.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-10","3.80","0.00","0.0","0.0","72","51","14.1","21.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-11","2.46","0.00","0.0","0.0","74","47","13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-12","3.80","0.00","0.0","0.0","77","47","10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-13","5.59","0.15","0.0","0.0","75","60","14.1","21.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-14","6.26","0.49","0.0","0.0","75","63","16.1","23.0",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-15","4.25","0.15","0.0","0.0","83","65","23.9","31.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-16","2.91","0.01","0.0","0.0","83","66","12.1","15.0","    1",,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-17","6.71","0.00","0.0","0.0","81","61","16.1","23.0",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-18","8.72","0.00","0.0","0.0","77","59","17.0","25.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-19","6.04","0.00","0.0","0.0","77","54","17.9","23.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-20","6.49","0.00","0.0","0.0","82","52","21.0","28.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-21","1.34","0.00","0.0","0.0","82","66","8.9","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-22","4.25","0.00","0.0","0.0","86","62","15.0","17.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-23","4.25","0.03","0.0","0.0","84","64","21.9","25.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-24","3.58","0.19","0.0","0.0","86","65","17.9","21.9",,"    1","    1",,,,,"    1",,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-25","3.58","0.00","0.0","0.0","88","62","12.1","15.0",,"    1",,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-26","6.93","0.00","0.0","0.0","86","66","15.0","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-27","5.14","0.35","0.0","0.0","86","66","13.0","16.1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-28","4.70","0.00","0.0","0.0","90","72","23.0","29.1",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-29","7.61","0.00","0.0","0.0","89","72","23.0","31.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-30","4.70","0.39","0.0","0.0","82","64","17.0","23.0","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-31","4.47","0.11","0.0","0.0","90","64","21.0","25.1",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-01","7.83","1.19","0.0","0.0","88","65","23.0","32.0",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-02","3.13","0.00","0.0","0.0","76","56","12.1","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-03","5.37","0.00","0.0","0.0","81","52","17.0","23.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-04","4.92","0.00","0.0","0.0","83","61","15.0","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-05","6.93","0.00","0.0","0.0","76","57","16.1","21.0",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-06","4.47","0.04","0.0","0.0","74","57","13.0","17.0",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-07","1.12","0.00","0.0","0.0","81","54","8.1","13.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-08","2.24","0.00","0.0","0.0","84","57","12.1","16.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-09","4.70","0.00","0.0","0.0","89","57","15.0","23.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-10","6.26","0.00","0.0","0.0","89","65","14.1","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-11","7.38","1.06","0.0","0.0","84","71","17.0","23.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-12","7.61","0.43","0.0","0.0","83","68","19.9","25.1",,,"    1",,,,,,,,,"    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-13","6.04","0.28","0.0","0.0","84","63","17.0","23.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-14","6.71","0.00","0.0","0.0","79","57","17.0","21.0",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-15","8.05","0.00","0.0","0.0","80","59","17.0","25.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-16","6.26","0.00","0.0","0.0","80","53","17.0","23.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-17","3.13","0.00","0.0","0.0","81","54","10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-18","6.26","0.00","0.0","0.0","86","63","13.0","16.1",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-19","5.14","0.00","0.0","0.0","92","67","13.0","19.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-20","3.13","0.00","0.0","0.0","94","69","12.1","14.1","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-21","5.82","0.00","0.0","0.0","96","71","16.1","21.0",,,"    1",,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-22","6.04","0.10","0.0","0.0","95","71","17.0","29.1",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-23","4.03","0.00","0.0","0.0","89","70","13.0","16.1","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-24","5.14","0.00","0.0","0.0","92","68","16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-25","6.49","0.00","0.0","0.0","93","72","17.0","21.0",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-26","6.93","0.00","0.0","0.0","81","61","17.9","25.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-27","3.13","0.00","0.0","0.0","87","55","14.1","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-28","6.93","0.00","0.0","0.0","97","60","17.9","23.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-29","5.82","0.00","0.0","0.0","105","71","23.0","38.0",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-30","4.70","0.00","0.0","0.0","105","70","14.1","21.9",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-01","4.92","0.00","0.0","0.0","103","75","23.9","36.9",,,,,,,,"    1",,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-02","5.14","0.00","0.0","0.0","94","74","19.9","29.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-03","2.91","0.00","0.0","0.0","101","72","15.0","19.9",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-04","3.80","0.24","0.0","0.0","101","73","23.9","30.0",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-05","5.59","0.00","0.0","0.0","101","72","14.1","17.9",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-06","3.80","0.00","0.0","0.0","100","71","17.9","28.0",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-07","6.26","0.00","0.0","0.0","102","72","17.9","25.1","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-08","8.28","0.00","0.0","0.0","105","76","15.0","21.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-09","3.36","0.23","0.0","0.0","96","73","17.0","23.0",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-10","3.58","0.01","0.0","0.0","86","73","15.0","21.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-11","4.03","0.45","0.0","0.0","80","68","21.9","25.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-12","4.03","0.00","0.0","0.0","83","69","8.1",,"    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-13","3.80","0.00","0.0","0.0","88","72","10.1",,,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-14","4.47","0.00","0.0","0.0","92","74","8.1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-15","7.83","0.00","0.0","0.0","94","74","14.1","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-16","7.38","0.00","0.0","0.0","96","74","15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-17","4.70","0.00","0.0","0.0","98","71","17.0","23.0",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-18","8.50","0.00","0.0","0.0","98","75","17.0","25.1",,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-19","9.62","0.00","0.0","0.0","99","76","17.9","36.0",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-20","6.71","0.14","0.0","0.0","95","74","29.1","44.1",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-21","7.38","1.09","0.0","0.0","93","71","19.9","23.9",,"    1","    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-22","2.01","1.10","0.0","0.0","88","72","10.1","12.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-23","5.14","0.11","0.0","0.0","96","72","17.9","23.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-24","6.26","0.01","0.0","0.0","96","73","23.9","38.0",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-25","4.03","0.00","0.0","0.0","90","70","12.1","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-26","8.28","0.00","0.0","0.0","98","76","17.9","23.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-27","6.93","0.14","0.0","0.0","99","74","19.9","31.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-28","4.25","1.12","0.0","0.0","95","68","19.9","38.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-29","2.01","0.00","0.0","0.0","92","67","8.9","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-30","5.59","0.00","0.0","0.0","89","71","21.9","28.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-31","2.01","0.00","0.0","0.0","88","71","8.9","13.0","    1","    1",,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-01","1.79","0.03","0.0","0.0","90","72","21.0","29.1",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-02","5.82","0.05","0.0","0.0","93","72","23.9","29.1",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-03","6.93","0.00","0.0","0.0","93","70","15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-04","6.71","0.00","0.0","0.0","92","75","15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-05","8.95","0.00","0.0","0.0","92","74","21.9","29.1",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-06","6.26","0.49","0.0","0.0","93","74","21.9","25.9",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-07","5.59","0.08","0.0","0.0","87","74","14.1","17.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-08","5.14","0.06","0.0","0.0","89","69","17.0","23.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-09","4.70","0.00","0.0","0.0","89","66","13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-10","8.95","0.13","0.0","0.0","87","72","21.9","28.0",,,"    1",,,,,,,,,"    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-11","6.93","0.40","0.0","0.0","88","72","19.9","25.1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-12","2.46","0.00","0.0","0.0","87","71","6.9",,"    1",,,,,,,,,,"    1","    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-13","2.24","0.00","0.0","0.0","90","67","8.9","14.1","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-14","5.59","0.00","0.0","0.0","91","66","16.1","23.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-15","4.25","0.00","0.0","0.0","88","71","14.1","17.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-16","2.91","0.00","0.0","0.0","89","69","10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-17","4.03","0.00","0.0","0.0","92","65","16.1","25.1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-18","4.92","0.00","0.0","0.0","86","67","12.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-19","5.59","2.08","0.0","0.0","75","69","13.0","16.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-20","1.12","0.15","0.0","0.0","81","67","6.9","8.9",,,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-21","1.57","0.00","0.0","0.0","82","69","10.1","17.0","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-22","3.36","0.13","0.0","0.0","81","69","21.0","29.1",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-23","4.92","0.00","0.0","0.0","84","67","11.0",,"    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-24","4.70","0.02","0.0","0.0","77","68","13.0","17.0","    1",,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-25","3.58","0.41","0.0","0.0","72","63","12.1","17.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-26","3.13","0.00","0.0","0.0","84","65","10.1","12.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-27","3.13","0.00","0.0","0.0","88","70","12.1","25.1",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-28","7.61","0.00","0.0","0.0","87","73","17.0","23.0","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-29","3.13","0.00","0.0","0.0","86","70","8.9","17.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-30","4.47","0.00","0.0","0.0","89","68","13.0","16.1","    1",,,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-31","6.49","0.00","0.0","0.0","92","71","13.0","16.1","    1","    1",,,,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-01","4.03","0.00","0.0","0.0","92","73","15.0","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-02","3.58","1.85","0.0","0.0","88","72","17.0","23.0",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-03","3.80","0.91","0.0","0.0","89","71","19.9","25.9","    1","    1","    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-04","7.16","0.03","0.0","0.0","89","73","14.1","21.9","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-05","9.84","0.00","0.0","0.0","88","74","21.0","29.1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-06","7.16","0.55","0.0","0.0","90","72","16.1","21.0",,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-07","2.91","0.00","0.0","0.0","85","71","8.9","15.0","    1",,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-08","6.04","0.31","0.0","0.0","90","69","17.9","28.0","    1","    1","    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-09","4.25","0.02","0.0","0.0","79","60","12.1","17.9",,,,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-10","3.36","0.00","0.0","0.0","78","55","13.0","17.9",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-11","2.46","0.00","0.0","0.0","78","55","12.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-12","3.36","0.00","0.0","0.0","79","53","13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-13","3.58","0.00","0.0","0.0","80","55","12.1","15.0",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-14","1.57","0.00","0.0","0.0","80","63","8.9","12.1",,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-15","5.14","0.00","0.0","0.0","80","61","14.1","17.9","    1",,,,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-09-16","3.13","0.69","0.0","0.0","65","59","8.9","13.0","    1",,,,,,,,,,"    1",,"    1",,,,
